Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
68,1,68,497.5,354.833,0,144.5,119.716,71.802,NA,0,NA,0,0
69,1,69,497.5,354.833,0,145.1,119.716,71.802,NA,0,NA,0,0
70,1,70,495.5,354.833,0,141.8,121.716,73.663,NA,2,NA,180,180
71,1,71,493.5,353.5,0,133,124.119,76.012,NA,2.404,NA,-146.31,33.69
72,1,72,492.167,354.167,0,119.5,125.61,77.014,NA,1.491,NA,153.435,-60.255
73,1,73,490.833,354.167,0,127.1,126.943,78.262,NA,1.333,NA,180,26.565
74,1,74,489.5,352.833,0,116.8,128.829,79.981,NA,1.886,NA,-135,45
75,1,75,489.5,352.833,0,127.6,128.829,79.981,NA,0,NA,0,135
76,1,76,487.5,352.833,0,112,130.829,81.851,NA,2,NA,180,180
77,1,77,487.5,352.833,0,124,130.829,81.851,NA,0,NA,0,-180
78,1,78,487.5,352.833,0,127.3,130.829,81.851,NA,0,NA,0,0
79,1,79,486.167,352.833,0,113.2,132.162,83.101,NA,1.333,NA,180,180
80,1,80,486.833,350.833,0,123.7,134.27,83.192,NA,2.108,NA,-71.565,108.435
81,1,81,486.833,350.167,0,124.6,134.937,83.44,NA,0.667,NA,-90,-18.435
82,1,82,486.833,350.167,0,131.2,134.937,83.44,NA,0,NA,0,90
83,1,83,484.833,348.833,0,113.3,137.341,85.796,NA,2.404,NA,-146.31,-146.31
84,1,84,484.167,348.833,0,127.6,138.007,86.412,NA,0.667,NA,180,-33.69
85,1,85,484.167,348.833,0,127,138.007,86.412,NA,0,NA,0,-180
86,1,86,483.5,347.5,0,134.2,139.498,87.539,NA,1.491,NA,-116.565,-116.565
87,1,87,482.833,347.5,0,131.3,140.165,88.154,NA,0.667,NA,180,-63.435
88,1,88,482.167,346.833,0,126.5,141.108,89.027,NA,0.943,NA,-135,45
89,1,89,482.167,346.167,0,130,141.774,89.289,NA,0.667,NA,-90,45
90,1,90,481.5,346.167,0,130.6,142.441,89.901,NA,0.667,NA,180,-90
91,1,91,480.167,345.5,0,112.7,143.932,91.389,NA,1.491,NA,-153.435,26.565
92,1,92,481.5,345.5,0,130,145.265,90.165,NA,1.333,NA,0,153.435
93,1,93,480.833,344.167,0,131.2,146.756,91.314,NA,1.491,NA,-116.565,-116.565
94,1,94,479.5,342.833,0,130,148.641,93.078,NA,1.886,NA,-135,-18.435
95,1,95,478.833,342.167,0,131.6,149.584,93.962,NA,0.943,NA,-135,0
96,1,96,478.167,341.5,0,124,150.527,94.847,NA,0.943,NA,-135,0
97,1,97,478.167,341.5,0,131.2,150.527,94.847,NA,0,NA,0,135
98,1,98,478.167,341.5,0,121,150.527,94.847,NA,0,NA,0,0
99,1,99,477.5,340.167,0,130.7,152.018,96.019,NA,1.491,NA,-116.565,-116.565
100,1,100,477.5,340.167,0,133.6,152.018,96.019,NA,0,NA,0,116.565
101,1,101,477.5,339.5,0,130.6,152.684,96.307,NA,0.667,NA,-90,-90
102,1,102,477.5,339.5,0,130,152.684,96.307,NA,0,NA,0,90
103,1,103,476.833,338.833,0,126.1,153.627,97.199,NA,0.943,NA,-135,-135
104,1,104,476.833,338.833,0,127.3,153.627,97.199,NA,0,NA,0,135
105,1,105,474.833,337.5,0,127.3,156.031,99.581,NA,2.404,NA,-146.31,-146.31
106,1,106,474.167,336.833,0,123.1,156.974,100.474,NA,0.943,NA,-135,11.31
107,1,107,474.167,336.833,0,123.7,156.974,100.474,NA,0,NA,0,135
108,1,108,474.167,336.167,0,123.7,157.64,100.773,NA,0.667,NA,-90,-90
109,1,109,473.5,336.167,0,126.7,158.307,101.368,NA,0.667,NA,180,-90
110,1,110,472.167,333.5,0,113.8,161.288,103.769,NA,2.981,NA,-116.565,63.435
111,1,111,472.167,330.833,0,119,163.955,105.029,NA,2.667,NA,-90,26.565
112,1,112,470.833,330.833,0,127.1,165.288,106.199,NA,1.333,NA,180,-90
113,1,113,470.167,331.5,0,106.3,166.231,106.471,NA,0.943,NA,135,-45
114,1,114,470.167,330.167,0,112,167.565,107.103,NA,1.333,NA,-90,135
115,1,115,470.167,330.167,0,116.8,167.565,107.103,NA,0,NA,0,90
116,1,116,470.167,330.167,0,120.1,167.565,107.103,NA,0,NA,0,0
117,1,117,470.167,330.167,0,119.5,167.565,107.103,NA,0,NA,0,0
118,1,118,467.5,328.167,0,117.1,170.898,110.403,NA,3.333,NA,-143.13,-143.13
119,1,119,467.5,328.167,0,127,170.898,110.403,NA,0,NA,0,143.13
120,1,120,467.5,328.167,0,127.6,170.898,110.403,NA,0,NA,0,0
121,1,121,467.5,328.167,0,124,170.898,110.403,NA,0,NA,0,0
122,1,122,464.833,329.5,0,108.8,173.879,112.121,NA,2.981,NA,153.435,153.435
123,1,123,464.167,331.5,0,90.7,175.987,111.803,NA,2.108,NA,108.435,-45
124,1,124,464.167,331.5,0,104.9,175.987,111.803,NA,0,NA,0,-108.435
125,1,125,462.167,331.5,0,112.1,177.987,113.596,NA,2,NA,180,180
126,1,126,462.167,331.5,0,115.7,177.987,113.596,NA,0,NA,0,-180
127,1,127,462.167,331.5,0,126.7,177.987,113.596,NA,0,NA,0,0
128,1,128,461.5,332.833,0,127.3,179.478,113.617,NA,1.491,NA,116.565,116.565
129,1,129,461.5,332.833,0,134.2,179.478,113.617,NA,0,NA,0,-116.565
130,1,130,459.5,333.5,0,134.8,181.586,115.148,NA,2.108,NA,161.565,161.565
131,1,131,458.833,333.5,0,133.7,182.253,115.755,NA,0.667,NA,180,18.435
132,1,132,456.833,335.5,0,127.6,185.081,116.775,NA,2.828,NA,135,-45
133,1,133,454.833,336.833,0,127.7,187.485,118.105,NA,2.404,NA,146.31,11.31
134,1,134,454.833,336.833,0,126.5,187.485,118.105,NA,0,NA,0,-146.31
135,1,135,452.167,338.167,0,108.7,190.467,120.091,NA,2.981,NA,153.435,153.435
136,1,136,452.833,340.167,0,130.6,192.575,118.758,NA,2.108,NA,71.565,-81.87
137,1,137,452.167,340.167,0,118.9,193.241,119.384,NA,0.667,NA,180,108.435
138,1,138,451.5,340.167,0,134.3,193.908,120.009,NA,0.667,NA,180,0
139,1,139,450.167,341.5,0,110.2,195.794,120.814,NA,1.886,NA,135,-45
140,1,140,450.167,341.5,0,120.1,195.794,120.814,NA,0,NA,0,-135
141,1,141,448.833,342.167,0,117.5,197.284,121.856,NA,1.491,NA,153.435,153.435
142,1,142,448.833,343.5,0,123.5,198.618,121.432,NA,1.333,NA,90,-63.435
143,1,143,448.833,343.5,0,127.1,198.618,121.432,NA,0,NA,0,-90
144,1,144,448.833,343.5,0,127.6,198.618,121.432,NA,0,NA,0,0
145,1,145,448.167,344.833,0,119.8,200.108,121.657,NA,1.491,NA,116.565,116.565
146,1,146,447.5,346.167,0,118.9,201.599,121.9,NA,1.491,NA,116.565,0
147,1,147,447.5,346.167,0,123.4,201.599,121.9,NA,0,NA,0,-116.565
148,1,148,447.5,346.833,0,127.6,202.266,121.708,NA,0.667,NA,90,90
149,1,149,446.167,349.5,0,130.3,205.247,122.262,NA,2.981,NA,116.565,26.565
150,1,150,446.167,349.5,0,127.9,205.247,122.262,NA,0,NA,0,-116.565
151,1,151,445.5,350.167,0,126.7,206.19,122.734,NA,0.943,NA,135,135
152,1,152,445.5,350.167,0,130.9,206.19,122.734,NA,0,NA,0,-135
153,1,153,445.5,350.833,0,129.8,206.857,122.565,NA,0.667,NA,90,90
154,1,154,445.5,352.167,0,129.8,208.19,122.238,NA,1.333,NA,90,0
155,1,155,445.5,352.833,0,130.3,208.857,122.08,NA,0.667,NA,90,0
156,1,156,445.5,352.833,0,130.3,208.857,122.08,NA,0,NA,0,-90
157,1,157,445.5,353.5,0,130.9,209.523,121.925,NA,0.667,NA,90,90
158,1,158,445.5,353.5,0,133.6,209.523,121.925,NA,0,NA,0,-90
159,1,159,445.5,353.5,0,134.2,209.523,121.925,NA,0,NA,0,0
160,1,160,447.5,354.167,0,137.9,211.632,119.826,NA,2.108,NA,18.435,18.435
161,1,161,448.833,354.833,0,145.7,213.122,118.376,NA,1.491,NA,26.565,8.13
162,1,162,448.833,354.833,0,140.9,213.122,118.376,NA,0,NA,0,-26.565
163,1,163,449.5,354.833,0,143.9,213.789,117.727,NA,0.667,NA,0,0
164,1,164,450.833,356.167,0,152.3,215.675,116.13,NA,1.886,NA,45,45
165,1,165,452.167,356.833,0,149,217.165,114.684,NA,1.491,NA,26.565,-18.435
166,1,166,450.833,356.833,0,149.3,218.499,115.987,NA,1.333,NA,180,153.435
167,1,167,452.167,356.833,0,142.3,219.832,114.684,NA,1.333,NA,0,-180
168,1,168,454.167,356.833,0,149.6,221.832,112.732,NA,2,NA,0,0
169,1,169,454.167,356.833,0,140.6,221.832,112.732,NA,0,NA,0,0
170,1,170,455.5,358.167,0,148.7,223.718,111.144,NA,1.886,NA,45,45
171,1,171,454.833,357.5,0,148.7,224.66,111.936,NA,0.943,NA,-135,-180
172,1,172,455.5,358.833,0,145.7,226.151,111.006,NA,1.491,NA,63.435,-161.565
173,1,173,456.833,358.833,0,152.3,227.484,109.701,NA,1.333,NA,0,-63.435
174,1,174,456.833,358.833,0,145.1,227.484,109.701,NA,0,NA,0,0
175,1,175,456.833,358.833,0,148.1,227.484,109.701,NA,0,NA,0,0
176,1,176,456.833,358.833,0,149.3,227.484,109.701,NA,0,NA,0,0
177,1,177,455.5,358.833,0,145.6,228.818,111.006,NA,1.333,NA,180,180
178,1,178,455.5,358.833,0,148.4,228.818,111.006,NA,0,NA,0,-180
179,1,179,455.5,358.833,0,141.2,228.818,111.006,NA,0,NA,0,0
180,1,180,455.5,359.5,0,148.4,229.484,110.871,NA,0.667,NA,90,90
181,1,181,453.5,360.167,0,141.2,231.593,112.704,NA,2.108,NA,161.565,71.565
182,1,182,454.833,360.833,0,151.7,233.083,111.269,NA,1.491,NA,26.565,-135
183,1,183,454.833,360.833,0,142.1,233.083,111.269,NA,0,NA,0,-26.565
184,1,184,455.5,362.833,0,152.9,235.192,110.258,NA,2.108,NA,71.565,71.565
185,1,185,456.167,362.833,0,151.7,235.858,109.601,NA,0.667,NA,0,-71.565
186,1,186,457.5,362.833,0,151.7,237.192,108.288,NA,1.333,NA,0,0
187,1,187,457.5,362.833,0,151.7,237.192,108.288,NA,0,NA,0,0
188,1,188,457.5,362.833,0,152.8,237.192,108.288,NA,0,NA,0,0
189,1,189,457.5,362.833,0,148.1,237.192,108.288,NA,0,NA,0,0
190,1,190,457.5,362.833,0,149.3,237.192,108.288,NA,0,NA,0,0
191,1,191,458.167,362.833,0,145.7,237.858,107.631,NA,0.667,NA,0,0
192,1,192,458.167,362.833,0,145.1,237.858,107.631,NA,0,NA,0,0
193,1,193,458.167,362.833,0,146.3,237.858,107.631,NA,0,NA,0,0
194,1,194,458.167,362.833,0,146.3,237.858,107.631,NA,0,NA,0,0
195,1,195,458.167,362.833,0,146.3,237.858,107.631,NA,0,NA,0,0
196,1,196,458.167,362.833,0,145,237.858,107.631,NA,0,NA,0,0
197,1,197,458.167,362.833,0,152.9,237.858,107.631,NA,0,NA,0,0
198,1,198,458.167,362.833,0,151.7,237.858,107.631,NA,0,NA,0,0
199,1,199,458.167,362.833,0,145.7,237.858,107.631,NA,0,NA,0,0
200,1,200,458.167,362.833,0,149.3,237.858,107.631,NA,0,NA,0,0
201,1,201,458.167,362.833,0,145.7,237.858,107.631,NA,0,NA,0,0
202,1,202,458.167,362.833,0,145.1,237.858,107.631,NA,0,NA,0,0
203,1,203,458.167,362.833,0,140.6,237.858,107.631,NA,0,NA,0,0
204,1,204,458.167,362.833,0,145.7,237.858,107.631,NA,0,NA,0,0
205,1,205,458.167,362.833,0,140.6,237.858,107.631,NA,0,NA,0,0
206,1,206,458.167,362.833,0,140.6,237.858,107.631,NA,0,NA,0,0
207,1,207,458.167,362.833,0,137.3,237.858,107.631,NA,0,NA,0,0
208,1,208,459.5,364.833,0,148.7,240.262,105.985,NA,2.404,NA,56.31,56.31
209,1,209,459.5,365.5,0,152.9,240.929,105.883,NA,0.667,NA,90,33.69
210,1,210,459.5,365.5,0,148.1,240.929,105.883,NA,0,NA,0,-90
211,1,211,459.5,365.5,0,148.1,240.929,105.883,NA,0,NA,0,0
212,1,212,460.167,365.5,0,148.7,241.595,105.224,NA,0.667,NA,0,0
213,1,213,460.167,366.167,0,149.6,242.262,105.124,NA,0.667,NA,90,90
214,1,214,460.167,366.167,0,145.1,242.262,105.124,NA,0,NA,0,-90
215,1,215,461.5,366.167,0,144.5,243.595,103.805,NA,1.333,NA,0,0
216,1,216,461.5,366.167,0,141.2,243.595,103.805,NA,0,NA,0,0
217,1,217,461.5,366.167,0,138.5,243.595,103.805,NA,0,NA,0,0
218,1,218,461.5,366.167,0,137.6,243.595,103.805,NA,0,NA,0,0
219,1,219,461.5,366.167,0,137,243.595,103.805,NA,0,NA,0,0
220,1,220,461.5,366.167,0,133.7,243.595,103.805,NA,0,NA,0,0
221,1,221,461.5,366.833,0,140.9,244.262,103.709,NA,0.667,NA,90,90
222,1,222,461.5,366.833,0,133.7,244.262,103.709,NA,0,NA,0,-90
223,1,223,460.833,369.5,0,149.9,247.011,104.028,NA,2.749,NA,104.036,104.036
224,1,224,460.833,369.5,0,149.9,247.011,104.028,NA,0,NA,0,-104.036
225,1,225,461.5,369.5,0,146.3,247.677,103.366,NA,0.667,NA,0,0
226,1,226,461.5,369.5,0,149.9,247.677,103.366,NA,0,NA,0,0
227,1,227,464.167,372.167,0,151.7,251.449,100.435,NA,3.771,NA,45,45
228,1,228,464.167,372.167,0,155.3,251.449,100.435,NA,0,NA,0,-45
229,1,229,464.167,372.167,0,152.9,251.449,100.435,NA,0,NA,0,0
230,1,230,464.167,372.167,0,152.3,251.449,100.435,NA,0,NA,0,0
231,1,231,462.833,371.5,0,149.3,252.939,101.826,NA,1.491,NA,-153.435,-153.435
232,1,232,462.833,371.5,0,151.7,252.939,101.826,NA,0,NA,0,153.435
233,1,233,462.833,372.833,0,151.7,254.273,101.703,NA,1.333,NA,90,90
234,1,234,462.833,372.833,0,152.9,254.273,101.703,NA,0,NA,0,-90
235,1,235,463.5,374.167,0,155.9,255.763,100.933,NA,1.491,NA,63.435,63.435
236,1,236,464.167,374.167,0,156.5,256.43,100.269,NA,0.667,NA,0,-63.435
237,1,237,463.5,375.5,0,154.7,257.921,100.845,NA,1.491,NA,116.565,116.565
238,1,238,462.833,374.833,0,159.5,258.864,101.552,NA,0.943,NA,-135,108.435
239,1,239,462.833,374.833,0,155.3,258.864,101.552,NA,0,NA,0,135
240,1,240,462.833,374.833,0,152.2,258.864,101.552,NA,0,NA,0,0
241,1,241,462.833,374.833,0,149.6,258.864,101.552,NA,0,NA,0,0
242,1,242,462.833,374.833,0,149.6,258.864,101.552,NA,0,NA,0,0
243,1,243,462.833,374.833,0,149.9,258.864,101.552,NA,0,NA,0,0
244,1,244,462.833,374.833,0,145.1,258.864,101.552,NA,0,NA,0,0
245,1,245,462.833,374.833,0,148.7,258.864,101.552,NA,0,NA,0,0
246,1,246,462.833,374.833,0,148.7,258.864,101.552,NA,0,NA,0,0
247,2,1,537.5,378.833,0,89.8,0,0,NA,NA,NA,NA,NA
248,2,2,538.167,379.5,0,87.1,0.943,0.943,NA,0.943,NA,45,NA
249,2,3,538.167,379.5,0,84.1,0.943,0.943,NA,0,NA,0,-45
250,2,4,534.833,379.5,0,98.2,4.276,2.749,NA,3.333,NA,180,180
251,2,5,532.833,378.833,0,94.6,6.384,4.667,NA,2.108,NA,-161.565,18.435
252,2,6,530.833,378.833,0,83.8,8.384,6.667,NA,2,NA,180,-18.435
253,2,7,530.833,378.833,0,82.6,8.384,6.667,NA,0,NA,0,-180
254,2,8,530.833,378.833,0,86.8,8.384,6.667,NA,0,NA,0,0
255,2,9,527.5,379.5,0,97,11.784,10.022,NA,3.399,NA,168.69,168.69
256,2,10,527.5,379.5,0,87.4,11.784,10.022,NA,0,NA,0,-168.69
257,2,11,527.5,379.5,0,87.4,11.784,10.022,NA,0,NA,0,0
258,2,12,526.833,379.5,0,82.6,12.45,10.687,NA,0.667,NA,180,180
259,2,13,524.167,378.833,0,80.5,15.199,13.333,NA,2.749,NA,-165.964,14.036
260,2,14,523.5,378.833,0,74.4,15.866,14,NA,0.667,NA,180,-14.036
261,2,15,523.5,378.833,0,87.9,15.866,14,NA,0,NA,0,-180
262,2,16,521.5,378.833,0,79.9,17.866,16,NA,2,NA,180,180
263,2,17,517.5,378.833,0,73.2,21.866,20,NA,4,NA,180,0
264,2,18,516.167,378.833,0,73.2,23.199,21.333,NA,1.333,NA,180,0
265,2,19,516.167,378.833,0,77.8,23.199,21.333,NA,0,NA,0,-180
266,2,20,512.833,378.833,0,73,26.532,24.667,NA,3.333,NA,180,180
267,2,21,509.5,377.5,0,73.2,30.123,28.032,NA,3.59,NA,-158.199,21.801
268,2,22,509.5,377.5,0,86.2,30.123,28.032,NA,0,NA,0,158.199
269,2,23,507.5,377.5,0,93.7,32.123,30.03,NA,2,NA,180,180
270,2,24,505.5,377.5,0,90.6,34.123,32.028,NA,2,NA,180,0
271,2,25,504.833,377.5,0,94.6,34.789,32.694,NA,0.667,NA,180,0
272,2,26,502.167,377.5,0,69.6,37.456,35.358,NA,2.667,NA,180,0
273,2,27,502.167,377.5,0,105.1,37.456,35.358,NA,0,NA,0,-180
274,2,28,502.167,377.5,0,117,37.456,35.358,NA,0,NA,0,0
275,2,29,499.5,379.5,0,84.3,40.789,38.006,NA,3.333,NA,143.13,143.13
276,2,30,498.833,379.5,0,80.2,41.456,38.672,NA,0.667,NA,180,36.87
277,2,31,497.5,379.5,0,87.9,42.789,40.006,NA,1.333,NA,180,0
278,2,32,496.833,379.5,0,87.9,43.456,40.672,NA,0.667,NA,180,0
279,2,33,496.167,379.5,0,108.7,44.123,41.339,NA,0.667,NA,180,0
280,2,34,495.5,379.5,0,112.8,44.789,42.005,NA,0.667,NA,180,0
281,2,35,492.833,378.833,0,124.3,47.538,44.667,NA,2.749,NA,-165.964,14.036
282,2,36,491.5,378.833,0,127.3,48.871,46,NA,1.333,NA,180,-14.036
283,2,37,489.5,378.833,0,124.8,50.871,48,NA,2,NA,180,0
284,2,38,489.5,378.833,0,134.2,50.871,48,NA,0,NA,0,-180
285,2,39,488.167,378.833,0,127.5,52.205,49.333,NA,1.333,NA,180,180
286,2,40,486.833,378.833,0,130.6,53.538,50.667,NA,1.333,NA,180,0
287,2,41,485.5,378.833,0,134.8,54.871,52,NA,1.333,NA,180,0
288,2,42,484.833,379.5,0,130.6,55.814,52.671,NA,0.943,NA,135,-45
289,2,43,484.167,379.5,0,130.6,56.481,53.337,NA,0.667,NA,180,45
290,2,44,480.167,380.167,0,126.7,60.536,57.349,NA,4.055,NA,170.538,-9.462
291,2,45,478.833,380.833,0,105.7,62.027,58.701,NA,1.491,NA,153.435,-17.103
292,2,46,476.833,380.833,0,106.3,64.027,60.7,NA,2,NA,180,26.565
293,2,47,476.167,380.833,0,94.2,64.693,61.366,NA,0.667,NA,180,0
294,2,48,474.167,380.833,0,91.2,66.693,63.365,NA,2,NA,180,0
295,2,49,473.5,380.833,0,98.8,67.36,64.031,NA,0.667,NA,180,0
296,2,50,470.833,380.833,0,80.2,70.027,66.697,NA,2.667,NA,180,0
297,2,51,470.167,380.833,0,86.8,70.693,67.363,NA,0.667,NA,180,0
298,2,52,470.167,380.833,0,93.7,70.693,67.363,NA,0,NA,0,-180
299,2,53,467.5,380.833,0,92.4,73.36,70.029,NA,2.667,NA,180,180
300,2,54,467.5,380.833,0,102,73.36,70.029,NA,0,NA,0,-180
301,2,55,465.5,380.833,0,91.8,75.36,72.028,NA,2,NA,180,180
302,2,56,465.5,380.833,0,98.1,75.36,72.028,NA,0,NA,0,-180
303,2,57,465.5,381.5,0,101.5,76.027,72.049,NA,0.667,NA,90,90
304,2,58,464.167,381.5,0,97.6,77.36,73.382,NA,1.333,NA,180,90
305,2,59,464.167,381.5,0,105.7,77.36,73.382,NA,0,NA,0,-180
306,2,60,463.5,381.5,0,109.9,78.027,74.048,NA,0.667,NA,180,180
307,2,61,461.5,381.5,0,109.3,80.027,76.047,NA,2,NA,180,0
308,2,62,458.167,381.5,0,68.7,83.36,79.378,NA,3.333,NA,180,0
309,2,63,458.167,381.5,0,87.4,83.36,79.378,NA,0,NA,0,-180
310,2,64,457.5,381.5,0,99.3,84.027,80.044,NA,0.667,NA,180,180
311,2,65,457.5,381.5,0,102.6,84.027,80.044,NA,0,NA,0,-180
312,2,66,456.167,381.5,0,91.2,85.36,81.377,NA,1.333,NA,180,180
313,2,67,456.167,381.5,0,105.4,85.36,81.377,NA,0,NA,0,-180
314,2,68,456.167,381.5,0,98.7,85.36,81.377,NA,0,NA,0,0
315,2,69,456.167,381.5,0,106.3,85.36,81.377,NA,0,NA,0,0
316,2,70,453.5,383.5,0,87.6,88.693,84.13,NA,3.333,NA,143.13,143.13
317,2,71,453.5,384.167,0,95.1,89.36,84.169,NA,0.667,NA,90,-53.13
318,2,72,452.833,384.167,0,97.5,90.027,84.834,NA,0.667,NA,180,90
319,2,73,450.167,384.167,0,91.3,92.693,87.496,NA,2.667,NA,180,0
320,2,74,450.167,384.167,0,90.6,92.693,87.496,NA,0,NA,0,-180
321,2,75,449.5,384.167,0,102.7,93.36,88.161,NA,0.667,NA,180,180
322,2,76,447.5,384.167,0,87.1,95.36,90.158,NA,2,NA,180,0
323,2,77,447.5,384.167,0,91.3,95.36,90.158,NA,0,NA,0,-180
324,2,78,445.5,384.167,0,90.6,97.36,92.154,NA,2,NA,180,180
