Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
333,3,49,660.5,355.167,0,79.6,43.151,35.358,NA,2.749,NA,104.036,104.036
334,3,50,659.167,355.167,0,89.3,44.484,36.326,NA,1.333,NA,180,75.964
335,3,51,658.5,355.833,0,87.4,45.427,37.268,NA,0.943,NA,135,-45
336,3,52,658.5,355.833,0,87.4,45.427,37.268,NA,0,NA,0,-135
337,3,53,657.833,356.5,0,78.7,46.369,38.21,NA,0.943,NA,135,135
338,3,54,655.833,359.167,0,63.2,49.703,41.494,NA,3.333,NA,126.87,-8.13
339,3,55,655.833,359.167,0,61.6,49.703,41.494,NA,0,NA,0,-126.87
340,3,56,652.5,359.167,0,55.6,53.036,43.965,NA,3.333,NA,180,180
341,3,57,651.167,361.167,0,55.4,55.44,46.284,NA,2.404,NA,123.69,-56.31
342,3,58,651.167,361.167,0,54.2,55.44,46.284,NA,0,NA,0,-123.69
343,3,59,650.5,361.833,0,58.4,56.383,47.225,NA,0.943,NA,135,135
344,3,60,650.5,361.833,0,53.6,56.383,47.225,NA,0,NA,0,-135
345,3,61,649.833,361.167,0,59,57.325,47.291,NA,0.943,NA,-135,-135
346,3,62,648.5,361.167,0,59.3,58.659,48.314,NA,1.333,NA,180,-45
347,3,63,648.5,361.167,0,57.1,58.659,48.314,NA,0,NA,0,-180
348,3,64,648.5,361.167,0,59.3,58.659,48.314,NA,0,NA,0,0
349,3,65,647.167,363.833,0,52,61.64,51.051,NA,2.981,NA,116.565,116.565
350,3,66,647.833,363.833,0,57.7,62.307,50.548,NA,0.667,NA,0,-116.565
351,3,67,647.833,363.833,0,57.1,62.307,50.548,NA,0,NA,0,0
352,3,68,647.833,364.5,0,55.9,62.974,50.99,NA,0.667,NA,90,90
353,3,69,647.833,365.167,0,55.6,63.64,51.437,NA,0.667,NA,90,0
354,3,70,647.833,365.167,0,55.3,63.64,51.437,NA,0,NA,0,-90
355,3,71,647.833,365.167,0,57.4,63.64,51.437,NA,0,NA,0,0
356,3,72,647.833,365.833,0,57.4,64.307,51.889,NA,0.667,NA,90,90
357,3,73,647.833,365.833,0,57.4,64.307,51.889,NA,0,NA,0,-90
358,3,74,647.833,365.833,0,55.6,64.307,51.889,NA,0,NA,0,0
359,3,75,647.833,365.833,0,55.3,64.307,51.889,NA,0,NA,0,0
360,3,76,646.5,365.833,0,58.5,65.64,52.873,NA,1.333,NA,180,180
361,3,77,646.5,365.833,0,59.3,65.64,52.873,NA,0,NA,0,-180
362,3,78,647.167,368.5,0,55.3,68.389,54.214,NA,2.749,NA,75.964,75.964
363,3,79,647.167,368.5,0,55.6,68.389,54.214,NA,0,NA,0,-75.964
364,3,80,647.167,368.5,0,55.3,68.389,54.214,NA,0,NA,0,0
365,3,81,647.167,368.5,0,59.3,68.389,54.214,NA,0,NA,0,0
366,3,82,647.167,368.5,0,55.3,68.389,54.214,NA,0,NA,0,0
367,3,83,647.167,368.5,0,62.3,68.389,54.214,NA,0,NA,0,0
368,3,84,647.167,368.5,0,57.7,68.389,54.214,NA,0,NA,0,0
369,3,85,647.167,368.5,0,52,68.389,54.214,NA,0,NA,0,0
370,3,86,646.5,369.167,0,58.7,69.332,55.156,NA,0.943,NA,135,135
371,3,87,646.5,369.167,0,57.1,69.332,55.156,NA,0,NA,0,-135
372,3,88,645.833,369.167,0,61.7,69.998,55.634,NA,0.667,NA,180,180
373,3,89,645.167,369.167,0,66,70.665,56.115,NA,0.667,NA,180,0
374,3,90,645.167,369.167,0,64,70.665,56.115,NA,0,NA,0,-180
375,3,91,645.167,369.167,0,66.3,70.665,56.115,NA,0,NA,0,0
376,3,92,645.167,369.167,0,64.9,70.665,56.115,NA,0,NA,0,0
377,3,93,645.167,369.167,0,64.3,70.665,56.115,NA,0,NA,0,0
378,3,94,645.167,369.167,0,66.3,70.665,56.115,NA,0,NA,0,0
379,3,95,645.167,369.167,0,67.6,70.665,56.115,NA,0,NA,0,0
380,3,96,645.167,369.167,0,65.7,70.665,56.115,NA,0,NA,0,0
381,3,97,646.5,371.833,0,57.1,73.647,57.057,NA,2.981,NA,63.435,63.435
382,3,98,646.5,371.833,0,61.3,73.647,57.057,NA,0,NA,0,-63.435
383,3,99,644.5,373.167,0,59.1,76.05,59.404,NA,2.404,NA,146.31,146.31
384,3,100,644.5,373.167,0,64,76.05,59.404,NA,0,NA,0,-146.31
385,3,101,644.5,373.167,0,65.6,76.05,59.404,NA,0,NA,0,0
386,3,102,644.5,373.167,0,66,76.05,59.404,NA,0,NA,0,0
387,3,103,644.5,373.167,0,75.2,76.05,59.404,NA,0,NA,0,0
388,3,104,644.5,373.167,0,69.7,76.05,59.404,NA,0,NA,0,0
389,3,105,644.5,373.167,0,69.7,76.05,59.404,NA,0,NA,0,0
390,3,106,645.833,373.167,0,62.9,77.384,58.485,NA,1.333,NA,0,0
391,3,107,645.833,373.833,0,64,78.05,58.973,NA,0.667,NA,90,90
392,3,108,646.5,373.833,0,66.2,78.717,58.523,NA,0.667,NA,0,-90
393,3,109,646.5,374.5,0,58.5,79.384,59.018,NA,0.667,NA,90,90
394,3,110,646.5,374.5,0,58.7,79.384,59.018,NA,0,NA,0,-90
395,3,111,646.5,374.5,0,59.4,79.384,59.018,NA,0,NA,0,0
396,3,112,646.5,374.5,0,57.4,79.384,59.018,NA,0,NA,0,0
397,3,113,645.167,374.5,0,62.4,80.717,59.915,NA,1.333,NA,180,180
398,3,114,645.167,374.5,0,62.4,80.717,59.915,NA,0,NA,0,-180
399,3,115,645.167,374.5,0,68.3,80.717,59.915,NA,0,NA,0,0
400,3,116,645.167,374.5,0,69.7,80.717,59.915,NA,0,NA,0,0
401,3,117,645.167,374.5,0,64.6,80.717,59.915,NA,0,NA,0,0
402,3,118,645.167,374.5,0,66,80.717,59.915,NA,0,NA,0,0
403,3,119,645.833,375.167,0,64.6,81.66,59.959,NA,0.943,NA,45,45
404,3,120,645.833,375.833,0,64.3,82.326,60.458,NA,0.667,NA,90,45
405,3,121,645.833,375.833,0,67.7,82.326,60.458,NA,0,NA,0,-90
406,3,122,645.833,375.833,0,65.6,82.326,60.458,NA,0,NA,0,0
407,3,123,645.833,375.833,0,65.6,82.326,60.458,NA,0,NA,0,0
408,3,124,646.5,375.833,0,64,82.993,60.019,NA,0.667,NA,0,0
409,3,125,646.5,376.5,0,60.7,83.66,60.524,NA,0.667,NA,90,90
410,3,126,647.167,377.167,0,64.6,84.603,60.604,NA,0.943,NA,45,-45
411,3,127,647.167,377.167,0,64.6,84.603,60.604,NA,0,NA,0,-45
412,3,128,647.167,377.167,0,67.4,84.603,60.604,NA,0,NA,0,0
413,3,129,647.167,377.167,0,65.6,84.603,60.604,NA,0,NA,0,0
414,3,130,647.167,377.167,0,71.3,84.603,60.604,NA,0,NA,0,0
415,3,131,647.167,377.167,0,69.4,84.603,60.604,NA,0,NA,0,0
416,3,132,647.167,377.167,0,64.6,84.603,60.604,NA,0,NA,0,0
417,3,133,647.167,377.167,0,65.3,84.603,60.604,NA,0,NA,0,0
418,3,134,647.167,377.167,0,67.7,84.603,60.604,NA,0,NA,0,0
419,3,135,647.167,377.167,0,74.3,84.603,60.604,NA,0,NA,0,0
420,3,136,647.167,377.167,0,64.3,84.603,60.604,NA,0,NA,0,0
421,3,137,647.167,377.167,0,64.3,84.603,60.604,NA,0,NA,0,0
422,3,138,647.167,379.167,0,68,86.603,62.158,NA,2,NA,90,90
423,3,139,647.167,380.5,0,57.4,87.936,63.207,NA,1.333,NA,90,0
424,3,140,647.167,381.167,0,57.1,88.603,63.736,NA,0.667,NA,90,0
425,3,141,647.167,380.5,0,65.6,89.269,63.207,NA,0.667,NA,-90,-180
426,3,142,647.167,380.5,0,64,89.269,63.207,NA,0,NA,0,90
427,4,1,684.5,369.167,0,75.6,0,0,NA,NA,NA,NA,NA
428,4,2,684.5,369.167,0,71.3,0,0,NA,0,NA,0,NA
429,4,3,683.833,369.167,0,69.4,0.667,0.667,NA,0.667,NA,180,180
430,4,4,683.833,369.167,0,64.3,0.667,0.667,NA,0,NA,0,-180
431,4,5,683.167,369.833,0,69.1,1.609,1.491,NA,0.943,NA,135,135
432,4,6,683.167,369.833,0,65.6,1.609,1.491,NA,0,NA,0,-135
433,4,7,683.167,369.833,0,62,1.609,1.491,NA,0,NA,0,0
434,4,8,683.167,369.833,0,68,1.609,1.491,NA,0,NA,0,0
435,4,9,681.833,370.5,0,66.2,3.1,2.981,NA,1.491,NA,153.435,153.435
436,4,10,681.833,371.833,0,72.4,4.434,3.771,NA,1.333,NA,90,-63.435
437,4,11,680.5,371.833,0,67.7,5.767,4.807,NA,1.333,NA,180,90
438,4,12,680.5,371.833,0,62.6,5.767,4.807,NA,0,NA,0,-180
439,4,13,679.833,372.5,0,67.7,6.71,5.735,NA,0.943,NA,135,135
440,4,14,679.833,372.5,0,59,6.71,5.735,NA,0,NA,0,-135
441,4,15,677.833,373.833,0,69.7,9.113,8.138,NA,2.404,NA,146.31,146.31
442,4,16,677.833,373.833,0,62,9.113,8.138,NA,0,NA,0,-146.31
443,4,17,677.833,374.5,0,64,9.78,8.537,NA,0.667,NA,90,90
444,4,18,677.833,374.5,0,59.3,9.78,8.537,NA,0,NA,0,-90
445,4,19,677.833,374.5,0,62.3,9.78,8.537,NA,0,NA,0,0
446,4,20,677.833,374.5,0,64.9,9.78,8.537,NA,0,NA,0,0
447,4,21,677.833,374.5,0,57.7,9.78,8.537,NA,0,NA,0,0
448,4,22,677.833,374.5,0,63.7,9.78,8.537,NA,0,NA,0,0
449,4,23,678.5,375.833,0,61.3,11.271,8.969,NA,1.491,NA,63.435,63.435
450,4,24,678.5,375.833,0,55.6,11.271,8.969,NA,0,NA,0,-63.435
451,4,25,677.167,377.833,0,64,13.674,11.353,NA,2.404,NA,123.69,123.69
452,4,26,675.833,378.5,0,62.3,15.165,12.737,NA,1.491,NA,153.435,29.745
453,4,27,675.833,378.5,0,59.3,15.165,12.737,NA,0,NA,0,-153.435
454,4,28,675.833,378.5,0,57.4,15.165,12.737,NA,0,NA,0,0
455,4,29,675.833,378.5,0,61,15.165,12.737,NA,0,NA,0,0
456,4,30,675.833,378.5,0,59.4,15.165,12.737,NA,0,NA,0,0
457,4,31,675.167,379.167,0,56.8,16.108,13.679,NA,0.943,NA,135,135
458,4,32,675.167,379.167,0,61.6,16.108,13.679,NA,0,NA,0,-135
459,4,33,675.167,379.167,0,51.7,16.108,13.679,NA,0,NA,0,0
460,4,34,673.167,380.5,0,60.4,18.512,16.028,NA,2.404,NA,146.31,146.31
461,4,35,673.167,380.5,0,61,18.512,16.028,NA,0,NA,0,-146.31
462,4,36,673.167,380.5,0,61.3,18.512,16.028,NA,0,NA,0,0
463,4,37,673.833,379.833,0,60.4,19.454,15.085,NA,0.943,NA,-45,-45
464,4,38,673.833,379.833,0,61,19.454,15.085,NA,0,NA,0,45
465,4,39,673.833,379.833,0,63.7,19.454,15.085,NA,0,NA,0,0
466,4,40,673.833,379.833,0,60.7,19.454,15.085,NA,0,NA,0,0
467,4,41,671.167,381.167,0,63.3,22.436,17.938,NA,2.981,NA,153.435,153.435
468,4,42,669.167,380.5,0,66,24.544,19.067,NA,2.108,NA,-161.565,45
469,4,43,669.167,381.167,0,56.8,25.211,19.471,NA,0.667,NA,90,-108.435
470,4,44,669.167,382.5,0,56.8,26.544,20.32,NA,1.333,NA,90,0
471,4,45,667.833,383.167,0,61.3,28.035,21.766,NA,1.491,NA,153.435,63.435
472,4,46,667.833,383.167,0,64.6,28.035,21.766,NA,0,NA,0,-153.435
473,4,47,667.833,383.167,0,64.3,28.035,21.766,NA,0,NA,0,0
474,4,48,667.833,383.167,0,65.6,28.035,21.766,NA,0,NA,0,0
475,4,49,665.833,386.5,0,62.3,31.922,25.473,NA,3.887,NA,120.964,120.964
476,4,50,665.833,386.5,0,58.7,31.922,25.473,NA,0,NA,0,-120.964
477,4,51,664.5,387.167,0,62.6,33.413,26.907,NA,1.491,NA,153.435,153.435
478,4,52,664.5,387.167,0,64,33.413,26.907,NA,0,NA,0,-153.435
479,4,53,664.5,387.833,0,58.7,34.079,27.358,NA,0.667,NA,90,90
480,4,54,663.833,388.5,0,63.7,35.022,28.3,NA,0.943,NA,135,45
481,4,55,663.167,388.5,0,59.7,35.689,28.79,NA,0.667,NA,180,45
482,4,56,660.5,389.167,0,60.4,38.438,31.241,NA,2.749,NA,165.964,-14.036
483,4,57,660.5,389.167,0,58.7,38.438,31.241,NA,0,NA,0,-165.964
484,4,58,660.5,389.167,0,61.3,38.438,31.241,NA,0,NA,0,0
485,4,59,659.833,389.167,0,61.3,39.104,31.756,NA,0.667,NA,180,180
486,4,60,659.167,390.5,0,59.7,40.595,33.119,NA,1.491,NA,116.565,-63.435
487,4,61,659.167,390.5,0,59.4,40.595,33.119,NA,0,NA,0,-116.565
488,4,62,659.167,390.5,0,61.3,40.595,33.119,NA,0,NA,0,0
489,4,63,659.167,390.5,0,53.7,40.595,33.119,NA,0,NA,0,0
490,4,64,659.167,391.167,0,54,41.262,33.553,NA,0.667,NA,90,90
491,4,65,659.167,392.5,0,57.1,42.595,34.442,NA,1.333,NA,90,0
492,4,66,659.167,392.5,0,57.1,42.595,34.442,NA,0,NA,0,-90
493,4,67,658.5,395.167,0,59.7,45.344,36.77,NA,2.749,NA,104.036,104.036
494,4,68,658.5,395.167,0,57.1,45.344,36.77,NA,0,NA,0,-104.036
495,4,69,658.5,395.167,0,59.1,45.344,36.77,NA,0,NA,0,0
496,4,70,658.5,395.167,0,59.7,45.344,36.77,NA,0,NA,0,0
497,4,71,657.167,395.167,0,55.9,46.677,37.724,NA,1.333,NA,180,180
498,4,72,657.167,395.167,0,54,46.677,37.724,NA,0,NA,0,-180
499,4,73,658.5,391.167,0,59.4,50.894,34.059,NA,4.216,NA,-71.565,-71.565
500,4,74,658.5,391.833,0,58.8,51.56,34.493,NA,0.667,NA,90,161.565
501,4,75,658.5,391.833,0,60.7,51.56,34.493,NA,0,NA,0,-90
502,4,76,658.5,391.833,0,55.3,51.56,34.493,NA,0,NA,0,0
503,4,77,658.5,391.833,0,57.7,51.56,34.493,NA,0,NA,0,0
504,4,78,658.5,391.833,0,58.7,51.56,34.493,NA,0,NA,0,0
505,4,79,658.5,391.833,0,59.3,51.56,34.493,NA,0,NA,0,0
506,4,80,658.5,391.833,0,57.1,51.56,34.493,NA,0,NA,0,0
507,4,81,657.167,392.5,0,46.8,53.051,35.938,NA,1.491,NA,153.435,153.435
508,4,82,657.167,392.5,0,52.3,53.051,35.938,NA,0,NA,0,-153.435
509,4,83,657.167,394.5,0,53.6,55.051,37.268,NA,2,NA,90,90
510,4,84,657.167,391.833,0,54.6,57.718,35.509,NA,2.667,NA,-90,-180
511,4,85,657.167,391.833,0,48.7,57.718,35.509,NA,0,NA,0,90
512,4,86,657.167,392.5,0,47.1,58.384,35.938,NA,0.667,NA,90,90
513,4,87,657.167,392.5,0,51.7,58.384,35.938,NA,0,NA,0,-90
514,4,88,657.167,392.5,0,50.4,58.384,35.938,NA,0,NA,0,0
515,4,89,657.167,392.5,0,54,58.384,35.938,NA,0,NA,0,0
516,4,90,657.167,392.5,0,48.7,58.384,35.938,NA,0,NA,0,0
517,4,91,657.167,392.5,0,48.7,58.384,35.938,NA,0,NA,0,0
518,4,92,657.167,392.5,0,47.7,58.384,35.938,NA,0,NA,0,0
519,4,93,657.167,392.5,0,49,58.384,35.938,NA,0,NA,0,0
520,4,94,657.167,392.5,0,52.3,58.384,35.938,NA,0,NA,0,0
521,4,95,657.167,392.5,0,50.1,58.384,35.938,NA,0,NA,0,0
522,4,96,657.167,392.5,0,48.7,58.384,35.938,NA,0,NA,0,0
523,4,97,657.167,392.5,0,48.7,58.384,35.938,NA,0,NA,0,0
524,4,98,657.167,392.5,0,50.4,58.384,35.938,NA,0,NA,0,0
525,4,99,657.167,392.5,0,47.4,58.384,35.938,NA,0,NA,0,0
526,4,100,655.833,395.167,0,55,61.366,38.701,NA,2.981,NA,116.565,116.565
527,4,101,654.5,395.167,0,55.3,62.699,39.699,NA,1.333,NA,180,63.435
528,4,102,654.5,395.167,0,43,62.699,39.699,NA,0,NA,0,-180
529,4,103,654.5,395.167,0,54,62.699,39.699,NA,0,NA,0,0
530,4,104,654.5,395.167,0,54,62.699,39.699,NA,0,NA,0,0
531,4,105,654.5,395.167,0,49,62.699,39.699,NA,0,NA,0,0
532,4,106,654.5,395.167,0,48.1,62.699,39.699,NA,0,NA,0,0
533,4,107,654.5,395.167,0,52.3,62.699,39.699,NA,0,NA,0,0
534,4,108,654.5,395.167,0,55.9,62.699,39.699,NA,0,NA,0,0
535,4,109,654.5,395.167,0,51,62.699,39.699,NA,0,NA,0,0
536,4,110,654.5,395.167,0,48.1,62.699,39.699,NA,0,NA,0,0
537,4,111,654.5,395.167,0,57.4,62.699,39.699,NA,0,NA,0,0
538,4,112,654.5,395.167,0,57.7,62.699,39.699,NA,0,NA,0,0
539,4,113,654.5,395.167,0,55.6,62.699,39.699,NA,0,NA,0,0
540,4,114,654.5,395.167,0,62.3,62.699,39.699,NA,0,NA,0,0
541,4,115,654.5,395.167,0,62.9,62.699,39.699,NA,0,NA,0,0
542,4,116,654.5,395.167,0,64.3,62.699,39.699,NA,0,NA,0,0
543,4,117,654.5,395.167,0,67.7,62.699,39.699,NA,0,NA,0,0
544,4,118,654.5,395.167,0,67.4,62.699,39.699,NA,0,NA,0,0
545,4,119,654.5,395.167,0,67.4,62.699,39.699,NA,0,NA,0,0
546,4,120,654.5,395.167,0,72.4,62.699,39.699,NA,0,NA,0,0
547,4,121,654.5,395.167,0,70.7,62.699,39.699,NA,0,NA,0,0
548,4,122,654.5,395.167,0,71.3,62.699,39.699,NA,0,NA,0,0
549,4,123,654.5,395.167,0,73.3,62.699,39.699,NA,0,NA,0,0
550,4,124,654.5,395.167,0,75.7,62.699,39.699,NA,0,NA,0,0
551,4,125,654.5,395.167,0,76,62.699,39.699,NA,0,NA,0,0
552,4,126,654.5,395.167,0,81.1,62.699,39.699,NA,0,NA,0,0
553,4,127,652.5,396.5,0,81.1,65.103,42.085,NA,2.404,NA,146.31,146.31
554,4,128,649.833,400.5,0,67.4,69.91,46.729,NA,4.807,NA,123.69,-22.62
555,4,129,647.833,401.833,0,69.4,72.314,49.108,NA,2.404,NA,146.31,22.62
556,4,130,645.833,403.167,0,67.9,74.717,51.489,NA,2.404,NA,146.31,0
557,4,131,645.833,403.167,0,67.3,74.717,51.489,NA,0,NA,0,-146.31
558,4,132,645.833,403.167,0,73,74.717,51.489,NA,0,NA,0,0
559,4,133,642.5,407.167,0,69.7,79.924,56.639,NA,5.207,NA,129.806,129.806
560,4,134,642.5,407.167,0,69.1,79.924,56.639,NA,0,NA,0,-129.806
561,4,135,642.5,407.167,0,73,79.924,56.639,NA,0,NA,0,0
562,4,136,642.5,407.167,0,75.7,79.924,56.639,NA,0,NA,0,0
563,4,137,642.5,407.167,0,76.3,79.924,56.639,NA,0,NA,0,0
564,4,138,641.833,410.5,0,66.3,83.324,59.404,NA,3.399,NA,101.31,101.31
565,4,139,641.833,406.5,0,76.3,87.324,56.694,NA,4,NA,-90,168.69
566,4,140,641.833,406.5,0,75.3,87.324,56.694,NA,0,NA,0,90
567,4,141,641.833,406.5,0,74.3,87.324,56.694,NA,0,NA,0,0
568,4,145,641.167,409.167,0,69.4,90.072,58.973,NA,2.749,NA,104.036,104.036
569,5,1,631.167,385.833,0,104.7,0,0,NA,NA,NA,NA,NA
570,5,2,631.167,385.833,0,105.6,0,0,NA,0,NA,0,NA
571,5,3,631.167,385.833,0,97,0,0,NA,0,NA,0,0
572,5,4,631.167,386.5,0,105.9,0.667,0.667,NA,0.667,NA,90,90
573,5,5,631.167,386.5,0,100.4,0.667,0.667,NA,0,NA,0,-90
574,5,6,631.167,386.5,0,98,0.667,0.667,NA,0,NA,0,0
575,5,7,631.167,386.5,0,90.1,0.667,0.667,NA,0,NA,0,0
576,5,8,631.167,386.5,0,83.6,0.667,0.667,NA,0,NA,0,0
577,5,9,631.167,386.5,0,79.4,0.667,0.667,NA,0,NA,0,0
578,5,10,629.167,388.5,0,95,3.495,3.333,NA,2.828,NA,135,135
579,5,11,629.167,388.5,0,91.4,3.495,3.333,NA,0,NA,0,-135
580,5,12,629.167,388.5,0,92.3,3.495,3.333,NA,0,NA,0,0
581,5,13,629.167,388.5,0,85.3,3.495,3.333,NA,0,NA,0,0
582,5,14,627.167,389.833,0,85,5.899,5.657,NA,2.404,NA,146.31,146.31
583,5,15,627.167,389.833,0,81.4,5.899,5.657,NA,0,NA,0,-146.31
584,5,16,627.167,389.833,0,79.7,5.899,5.657,NA,0,NA,0,0
585,5,17,627.167,389.833,0,67.6,5.899,5.657,NA,0,NA,0,0
586,5,18,626.5,391.167,0,84.7,7.39,7.087,NA,1.491,NA,116.565,116.565
587,5,19,625.167,391.167,0,69.4,8.723,8.028,NA,1.333,NA,180,63.435
588,5,20,625.167,391.167,0,62.7,8.723,8.028,NA,0,NA,0,-180
589,5,21,625.167,391.167,0,75.3,8.723,8.028,NA,0,NA,0,0
590,5,22,623.833,391.833,0,69.4,10.214,9.475,NA,1.491,NA,153.435,153.435
591,5,23,622.5,392.5,0,73,11.704,10.934,NA,1.491,NA,153.435,0
592,5,24,620.5,394.5,0,88.6,14.533,13.744,NA,2.828,NA,135,-18.435
593,5,25,619.833,395.833,0,91.7,16.023,15.114,NA,1.491,NA,116.565,-18.435
594,5,26,619.833,395.833,0,85.3,16.023,15.114,NA,0,NA,0,-116.565
595,5,27,619.833,395.833,0,79.7,16.023,15.114,NA,0,NA,0,0
596,5,28,619.833,395.833,0,76,16.023,15.114,NA,0,NA,0,0
597,5,29,618.5,396.5,0,77.9,17.514,16.56,NA,1.491,NA,153.435,153.435
598,5,30,618.5,396.5,0,74.3,17.514,16.56,NA,0,NA,0,-153.435
599,5,31,617.167,397.833,0,79.7,19.4,18.439,NA,1.886,NA,135,135
600,5,32,617.167,397.833,0,74.3,19.4,18.439,NA,0,NA,0,-135
601,5,33,617.167,397.833,0,74.3,19.4,18.439,NA,0,NA,0,0
602,5,34,616.5,397.833,0,69.1,20.066,18.95,NA,0.667,NA,180,180
603,5,35,616.5,397.833,0,67.6,20.066,18.95,NA,0,NA,0,-180
604,5,36,615.167,400.5,0,86,23.048,21.705,NA,2.981,NA,116.565,116.565
605,5,37,613.833,401.167,0,79.7,24.539,23.142,NA,1.491,NA,153.435,36.87
606,5,38,613.833,401.167,0,76.3,24.539,23.142,NA,0,NA,0,-153.435
607,5,39,613.167,401.833,0,86.9,25.481,24.083,NA,0.943,NA,135,135
608,5,40,613.167,401.833,0,76,25.481,24.083,NA,0,NA,0,-135
609,5,41,613.167,401.833,0,74.9,25.481,24.083,NA,0,NA,0,0
610,5,42,611.833,403.833,0,90.4,27.885,26.415,NA,2.404,NA,123.69,123.69
611,5,43,609.833,404.5,0,91.7,29.993,28.347,NA,2.108,NA,161.565,37.875
612,5,44,608.5,404.5,0,86.6,31.327,29.364,NA,1.333,NA,180,18.435
613,5,45,607.833,404.5,0,78.5,31.993,29.881,NA,0.667,NA,180,0
614,5,46,608.5,406.5,0,106.2,34.101,30.674,NA,2.108,NA,71.565,-108.435
615,5,47,608.5,406.5,0,98.9,34.101,30.674,NA,0,NA,0,-71.565
616,5,48,607.167,406.5,0,89.8,35.435,31.672,NA,1.333,NA,180,180
617,5,49,607.167,407.167,0,90.1,36.101,32.111,NA,0.667,NA,90,-90
618,5,50,607.167,407.167,0,81.7,36.101,32.111,NA,0,NA,0,-90
619,5,51,605.833,407.833,0,86.3,37.592,33.553,NA,1.491,NA,153.435,153.435
620,5,52,605.833,407.833,0,85,37.592,33.553,NA,0,NA,0,-153.435
621,5,53,601.167,410.5,0,101.7,42.967,38.839,NA,5.375,NA,150.255,150.255
622,5,54,596.5,411.833,0,96.7,47.82,43.333,NA,4.853,NA,164.055,13.799
623,5,55,596.5,411.833,0,94.6,47.82,43.333,NA,0,NA,0,-164.055
624,5,56,596.5,411.833,0,88.9,47.82,43.333,NA,0,NA,0,0
625,5,57,596.5,411.833,0,85,47.82,43.333,NA,0,NA,0,0
626,5,58,595.167,412.5,0,84.7,49.311,44.801,NA,1.491,NA,153.435,153.435
627,5,59,594.5,412.5,0,82,49.978,45.338,NA,0.667,NA,180,26.565
628,5,60,593.833,412.5,0,73.3,50.644,45.879,NA,0.667,NA,180,0
629,5,61,583.833,417.833,0,96.7,61.978,57.135,NA,11.333,NA,151.928,-28.072
630,5,62,580.5,419.167,0,95.3,65.568,60.648,NA,3.59,NA,158.199,6.271
631,5,63,580.5,419.833,0,102.3,66.235,61.017,NA,0.667,NA,90,-68.199
632,5,64,578.5,421.167,0,100.4,68.638,63.421,NA,2.404,NA,146.31,56.31
633,5,65,576.5,421.833,0,98.6,70.746,65.456,NA,2.108,NA,161.565,15.255
634,5,66,573.833,423.167,0,95,73.728,68.417,NA,2.981,NA,153.435,-8.13
635,5,67,573.167,423.167,0,89.4,74.395,68.977,NA,0.667,NA,180,26.565
636,5,68,573.167,422.5,0,84.7,75.061,68.618,NA,0.667,NA,-90,90
637,5,69,570.5,423.167,0,79.4,77.81,71.234,NA,2.749,NA,165.964,-104.036
638,5,70,569.833,425.167,0,91.4,79.918,72.862,NA,2.108,NA,108.435,-57.529
639,5,71,569.833,426.5,0,111,81.251,73.59,NA,1.333,NA,90,-18.435
640,5,72,569.833,426.5,0,100.4,81.251,73.59,NA,0,NA,0,-90
641,5,73,569.833,426.5,0,95.9,81.251,73.59,NA,0,NA,0,0
642,5,74,572.5,427.167,0,95.9,84,71.765,NA,2.749,NA,14.036,14.036
643,5,75,572.5,429.167,0,105.6,86,72.935,NA,2,NA,90,75.964
644,5,76,572.5,429.167,0,98.6,86,72.935,NA,0,NA,0,-90
645,5,77,573.833,431.167,0,112.4,88.404,73.091,NA,2.404,NA,56.31,56.31
646,5,78,575.833,431.167,0,108.9,90.404,71.532,NA,2,NA,0,-56.31
647,5,79,575.833,430.5,0,107,91.071,71.112,NA,0.667,NA,-90,-90
648,5,80,577.167,430.5,0,105.6,92.404,70.079,NA,1.333,NA,0,90
649,5,81,577.833,429.833,0,90.1,93.347,69.141,NA,0.943,NA,-45,-45
650,5,82,576.5,429.833,0,88,94.68,70.174,NA,1.333,NA,180,-135
651,5,83,576.5,429.833,0,87.7,94.68,70.174,NA,0,NA,0,-180
652,5,84,576.5,429.833,0,87.7,94.68,70.174,NA,0,NA,0,0
653,5,85,569.833,432.5,0,110.7,101.86,77.069,NA,7.18,NA,158.199,158.199
654,5,86,569.833,432.5,0,111.3,101.86,77.069,NA,0,NA,0,-158.199
655,5,87,569.833,432.5,0,108.6,101.86,77.069,NA,0,NA,0,0
656,5,88,569.833,432.5,0,108.6,101.86,77.069,NA,0,NA,0,0
657,5,89,569.833,432.5,0,108.9,101.86,77.069,NA,0,NA,0,0
658,5,90,569.167,430.5,0,91.7,103.968,76.414,NA,2.108,NA,-108.435,-108.435
659,5,91,569.167,428.5,0,73.3,105.968,75.263,NA,2,NA,-90,18.435
660,5,92,569.167,428.5,0,74.3,105.968,75.263,NA,0,NA,0,90
661,5,93,568.5,427.833,0,68.2,106.911,75.439,NA,0.943,NA,-135,-135
662,5,94,567.833,429.167,0,69.7,108.402,76.739,NA,1.491,NA,116.565,-108.435
663,5,95,567.833,429.167,0,69.7,108.402,76.739,NA,0,NA,0,-116.565
664,5,96,567.833,429.167,0,74.3,108.402,76.739,NA,0,NA,0,0
665,5,97,565.833,430.5,0,93.9,110.806,79.143,NA,2.404,NA,146.31,146.31
