Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
337,2,117,461,197.5,0,103.4,181.39,157.995,NA,0,NA,0,0
338,2,118,460.5,197.5,0,104,181.89,158.494,NA,0.5,NA,180,180
339,2,119,460.5,197.5,0,99.8,181.89,158.494,NA,0,NA,0,-180
340,2,120,458.5,196.5,0,114.5,184.126,160.569,NA,2.236,NA,-153.435,-153.435
341,2,121,458,196.5,0,117.5,184.626,161.067,NA,0.5,NA,180,-26.565
342,2,122,457,196.5,0,123.5,185.626,162.063,NA,1,NA,180,0
343,2,123,457,196.5,0,133.4,185.626,162.063,NA,0,NA,0,-180
344,2,124,456.5,199.5,0,116.3,188.668,162.34,NA,3.041,NA,99.462,99.462
345,2,125,456.5,199.5,0,117.5,188.668,162.34,NA,0,NA,0,-99.462
346,2,126,456.5,200,0,127.4,189.168,162.308,NA,0.5,NA,90,90
347,2,127,457,202,0,117.8,191.229,161.698,NA,2.062,NA,75.964,-14.036
348,2,128,456.5,204.5,0,120.8,193.779,162.093,NA,2.55,NA,101.31,25.346
349,2,129,456.5,205,0,117.2,194.279,162.077,NA,0.5,NA,90,-11.31
350,2,130,456.5,205.5,0,120.8,194.779,162.062,NA,0.5,NA,90,0
351,2,131,456.5,206.5,0,110,195.779,162.038,NA,1,NA,90,0
352,2,132,456.5,206.5,0,124.1,195.779,162.038,NA,0,NA,0,-90
353,2,133,457.5,207,0,133.4,196.897,161.028,NA,1.118,NA,26.565,26.565
354,2,134,458,207.5,0,126.8,197.604,160.519,NA,0.707,NA,45,18.435
355,2,135,458,208.5,0,124.1,198.604,160.507,NA,1,NA,90,45
356,2,136,458,210.5,0,121.4,200.604,160.501,NA,2,NA,90,0
357,2,137,458,210.5,0,127.4,200.604,160.501,NA,0,NA,0,-90
358,2,138,458,210.5,0,123.8,200.604,160.501,NA,0,NA,0,0
359,2,139,458,210.5,0,124.4,200.604,160.501,NA,0,NA,0,0
360,2,140,458,210.5,0,130.4,200.604,160.501,NA,0,NA,0,0
361,2,141,458,211,0,137.6,201.104,160.503,NA,0.5,NA,90,90
362,2,142,457.5,212,0,119.9,202.222,161.012,NA,1.118,NA,116.565,26.565
363,2,143,457.5,212,0,134.6,202.222,161.012,NA,0,NA,0,-116.565
364,2,144,457,212,0,124.1,202.722,161.512,NA,0.5,NA,180,180
365,2,145,457,212,0,123.8,202.722,161.512,NA,0,NA,0,-180
366,2,146,457,212,0,130.4,202.722,161.512,NA,0,NA,0,0
367,2,147,457,212,0,134,202.722,161.512,NA,0,NA,0,0
368,2,148,457,212,0,130.4,202.722,161.512,NA,0,NA,0,0
369,2,149,457,212,0,121.7,202.722,161.512,NA,0,NA,0,0
370,2,150,457,212,0,123.8,202.722,161.512,NA,0,NA,0,0
371,2,151,457,212,0,121.4,202.722,161.512,NA,0,NA,0,0
372,2,152,456.5,209.5,0,137.6,205.271,162.001,NA,2.55,NA,-101.31,-101.31
373,2,153,456.5,209.5,0,140.9,205.271,162.001,NA,0,NA,0,101.31
374,2,154,456.5,211,0,131.6,206.771,162.003,NA,1.5,NA,90,90
375,2,155,456.5,211,0,124.7,206.771,162.003,NA,0,NA,0,-90
376,2,156,456.5,211,0,134.3,206.771,162.003,NA,0,NA,0,0
377,2,157,456.5,211,0,129.8,206.771,162.003,NA,0,NA,0,0
378,2,158,456.5,211,0,124.1,206.771,162.003,NA,0,NA,0,0
379,2,159,456.5,211,0,124.4,206.771,162.003,NA,0,NA,0,0
380,2,160,456.5,211,0,129.8,206.771,162.003,NA,0,NA,0,0
381,2,161,456.5,211,0,131,206.771,162.003,NA,0,NA,0,0
382,2,162,456.5,211,0,124.1,206.771,162.003,NA,0,NA,0,0
383,2,163,457,210.5,0,129.8,207.479,161.501,NA,0.707,NA,-45,-45
384,2,164,457,210.5,0,126.8,207.479,161.501,NA,0,NA,0,45
385,2,165,457,210.5,0,124.4,207.479,161.501,NA,0,NA,0,0
386,2,166,457,210.5,0,123.8,207.479,161.501,NA,0,NA,0,0
387,2,167,456.5,210.5,0,130.7,207.979,162.001,NA,0.5,NA,180,180
388,2,168,456.5,210.5,0,126.2,207.979,162.001,NA,0,NA,0,-180
389,2,169,456.5,210.5,0,133.7,207.979,162.001,NA,0,NA,0,0
390,2,170,456.5,210.5,0,144.5,207.979,162.001,NA,0,NA,0,0
391,2,171,456.5,210.5,0,143.9,207.979,162.001,NA,0,NA,0,0
392,2,172,456.5,210.5,0,140.9,207.979,162.001,NA,0,NA,0,0
393,2,173,456.5,210.5,0,141.5,207.979,162.001,NA,0,NA,0,0
394,2,174,456.5,210.5,0,142.1,207.979,162.001,NA,0,NA,0,0
395,2,175,457.5,210.5,0,145.1,208.979,161.001,NA,1,NA,0,0
396,2,176,458,210.5,0,154.7,209.479,160.501,NA,0.5,NA,0,0
397,2,177,456.5,210.5,0,144.5,210.979,162.001,NA,1.5,NA,180,180
398,2,178,456.5,210.5,0,154.7,210.979,162.001,NA,0,NA,0,-180
399,2,179,455.5,211,0,145.1,212.097,163.003,NA,1.118,NA,153.435,153.435
400,2,180,455.5,211.5,0,137.9,212.597,163.007,NA,0.5,NA,90,-63.435
401,2,181,455.5,211.5,0,137.9,212.597,163.007,NA,0,NA,0,-90
402,2,182,456,211.5,0,142.1,213.097,162.507,NA,0.5,NA,0,0
403,2,183,456.5,211.5,0,145.1,213.597,162.007,NA,0.5,NA,0,0
404,2,184,456.5,212,0,140.9,214.097,162.012,NA,0.5,NA,90,90
405,2,185,456.5,212,0,133.7,214.097,162.012,NA,0,NA,0,-90
406,2,186,456.5,212.5,0,144.5,214.597,162.019,NA,0.5,NA,90,90
407,2,187,456.5,212.5,0,141.5,214.597,162.019,NA,0,NA,0,-90
408,2,188,456.5,213.5,0,148.4,215.597,162.038,NA,1,NA,90,90
409,2,189,456.5,213.5,0,147.8,215.597,162.038,NA,0,NA,0,-90
410,2,190,458.5,214.5,0,151.4,217.833,160.063,NA,2.236,NA,26.565,26.565
411,2,191,458.5,214.5,0,141.2,217.833,160.063,NA,0,NA,0,-26.565
412,2,192,459,215,0,140,218.54,159.578,NA,0.707,NA,45,45
413,2,193,459,215.5,0,144.2,219.04,159.595,NA,0.5,NA,90,45
414,2,194,459,216,0,141.2,219.54,159.613,NA,0.5,NA,90,0
415,2,195,459,216,0,147.8,219.54,159.613,NA,0,NA,0,-90
416,2,196,459,216,0,144.8,219.54,159.613,NA,0,NA,0,0
417,2,197,459,216,0,152,219.54,159.613,NA,0,NA,0,0
418,2,198,459,216,0,140.6,219.54,159.613,NA,0,NA,0,0
419,2,199,459,216.5,0,152.6,220.04,159.632,NA,0.5,NA,90,90
420,2,200,459,216.5,0,154.3,220.04,159.632,NA,0,NA,0,-90
421,2,201,458.5,217,0,145.1,220.747,160.153,NA,0.707,NA,135,135
422,2,202,458.5,217,0,145.1,220.747,160.153,NA,0,NA,0,-135
423,2,203,457,219,0,155.9,223.247,161.751,NA,2.5,NA,126.87,126.87
424,2,204,457,219.5,0,153.2,223.747,161.779,NA,0.5,NA,90,-36.87
425,2,205,457,219.5,0,156.2,223.747,161.779,NA,0,NA,0,-90
426,2,206,457,219.5,0,155.6,223.747,161.779,NA,0,NA,0,0
427,2,207,457,219.5,0,151.4,223.747,161.779,NA,0,NA,0,0
428,2,208,457,219.5,0,151.4,223.747,161.779,NA,0,NA,0,0
429,2,209,457,219.5,0,156.2,223.747,161.779,NA,0,NA,0,0
430,2,210,457,219.5,0,158,223.747,161.779,NA,0,NA,0,0
431,2,211,457,220,0,156.2,224.247,161.809,NA,0.5,NA,90,90
432,2,212,457,220,0,155.6,224.247,161.809,NA,0,NA,0,-90
433,2,213,457,220,0,156.2,224.247,161.809,NA,0,NA,0,0
434,2,214,457,220,0,155.6,224.247,161.809,NA,0,NA,0,0
435,2,215,457,220,0,155.6,224.247,161.809,NA,0,NA,0,0
436,2,216,455.5,221,0,152.6,226.05,163.371,NA,1.803,NA,146.31,146.31
437,2,217,454.5,221.5,0,152.6,227.168,164.403,NA,1.118,NA,153.435,7.125
438,2,218,454.5,221.5,0,156.2,227.168,164.403,NA,0,NA,0,-153.435
439,2,219,454,222.5,0,149,228.286,164.974,NA,1.118,NA,116.565,116.565
440,2,220,454,222.5,0,152,228.286,164.974,NA,0,NA,0,-116.565
441,3,1,822,263.5,0,100.6,0,0,NA,NA,NA,NA,NA
442,3,2,821,266,0,74.9,2.693,2.693,NA,2.693,NA,111.801,NA
443,3,3,819,266,0,75.5,4.693,3.905,NA,2,NA,180,68.199
444,3,4,819,266,0,77.9,4.693,3.905,NA,0,NA,0,-180
445,3,5,817.5,266,0,85.1,6.193,5.148,NA,1.5,NA,180,180
446,3,6,814.5,266,0,67.7,9.193,7.906,NA,3,NA,180,0
447,3,7,812.5,266,0,70.7,11.193,9.823,NA,2,NA,180,0
448,3,8,811.5,265,0,89.3,12.607,10.607,NA,1.414,NA,-135,45
449,3,9,811.5,265,0,79.4,12.607,10.607,NA,0,NA,0,135
450,3,10,809,265,0,82.7,15.107,13.086,NA,2.5,NA,180,180
451,3,11,804.5,265,0,79.4,19.607,17.564,NA,4.5,NA,180,0
452,3,12,803.5,264.5,0,61.7,20.725,18.527,NA,1.118,NA,-153.435,26.565
453,3,13,802,264.5,0,71.9,22.225,20.025,NA,1.5,NA,180,-26.565
454,3,14,800.5,264.5,0,61.7,23.725,21.523,NA,1.5,NA,180,0
455,3,15,800.5,264.5,0,65,23.725,21.523,NA,0,NA,0,-180
456,3,16,797.5,264,0,74,26.766,24.505,NA,3.041,NA,-170.538,-170.538
457,3,17,793,263,0,54.2,31.376,29.004,NA,4.61,NA,-167.471,3.066
458,3,18,792,262.5,0,65.3,32.494,30.017,NA,1.118,NA,-153.435,14.036
459,3,19,790.5,262,0,75.8,34.075,31.536,NA,1.581,NA,-161.565,-8.13
460,3,20,790.5,262,0,82.7,34.075,31.536,NA,0,NA,0,161.565
461,3,21,790.5,262,0,82.7,34.075,31.536,NA,0,NA,0,0
462,3,22,788,261,0,90.2,36.768,34.092,NA,2.693,NA,-158.199,-158.199
463,3,23,788,261,0,75.8,36.768,34.092,NA,0,NA,0,158.199
464,3,24,787,261,0,72.2,37.768,35.089,NA,1,NA,180,180
465,3,25,787,261,0,71.6,37.768,35.089,NA,0,NA,0,-180
466,3,26,783.5,261,0,78.2,41.268,38.581,NA,3.5,NA,180,180
467,3,27,781,260,0,77.6,43.96,41.149,NA,2.693,NA,-158.199,21.801
468,3,28,779.5,260,0,77.6,45.46,42.644,NA,1.5,NA,180,-21.801
469,3,29,778,259.5,0,74.6,47.041,44.181,NA,1.581,NA,-161.565,18.435
470,3,30,775.5,259,0,86.3,49.591,46.717,NA,2.55,NA,-168.69,-7.125
471,3,31,774.5,258.5,0,68.6,50.709,47.762,NA,1.118,NA,-153.435,15.255
472,3,32,774,258.5,0,78.8,51.209,48.26,NA,0.5,NA,180,-26.565
473,3,33,772.5,258,0,82.7,52.79,49.805,NA,1.581,NA,-161.565,18.435
474,3,34,768.5,257.5,0,85.1,56.821,53.835,NA,4.031,NA,-172.875,-11.31
475,3,35,768.5,257.5,0,81.8,56.821,53.835,NA,0,NA,0,172.875
476,3,36,767,257,0,88.7,58.402,55.383,NA,1.581,NA,-161.565,-161.565
477,3,37,766.5,257,0,83.3,58.902,55.879,NA,0.5,NA,180,-18.435
478,3,38,763,256.5,0,82.1,62.438,59.414,NA,3.536,NA,-171.87,8.13
479,3,39,762.5,256.5,0,72.2,62.938,59.91,NA,0.5,NA,180,-8.13
480,3,40,762.5,256.5,0,74.3,62.938,59.91,NA,0,NA,0,-180
481,3,41,762.5,256.5,0,75.8,62.938,59.91,NA,0,NA,0,0
482,3,42,755.5,254.5,0,95.3,70.218,67.106,NA,7.28,NA,-164.055,-164.055
483,3,43,756.5,254.5,0,88.7,71.218,66.115,NA,1,NA,0,164.055
484,3,44,754.5,254,0,107.3,73.28,68.165,NA,2.062,NA,-165.964,-165.964
485,3,45,754,254,0,92.3,73.78,68.66,NA,0.5,NA,180,-14.036
486,3,46,752,253.5,0,102.8,75.841,70.711,NA,2.062,NA,-165.964,14.036
487,3,47,750.5,252,0,121.4,77.962,72.419,NA,2.121,NA,-135,30.964
488,3,48,748.5,252,0,121.4,79.962,74.394,NA,2,NA,180,-45
489,3,49,747,252,0,120.2,81.462,75.877,NA,1.5,NA,180,0
490,3,50,746,252,0,116.6,82.462,76.865,NA,1,NA,180,0
491,3,51,744.5,252,0,112.7,83.962,78.349,NA,1.5,NA,180,0
492,3,52,744.5,252,0,117.2,83.962,78.349,NA,0,NA,0,-180
493,3,53,744.5,252,0,120.2,83.962,78.349,NA,0,NA,0,0
494,3,54,742,252,0,117.2,86.462,80.822,NA,2.5,NA,180,180
495,3,55,740,252,0,117.8,88.462,82.802,NA,2,NA,180,0
496,3,56,739,252.5,0,104,89.581,83.726,NA,1.118,NA,153.435,-26.565
497,3,57,739,252.5,0,99.2,89.581,83.726,NA,0,NA,0,-153.435
498,3,58,737.5,252.5,0,107.9,91.081,85.213,NA,1.5,NA,180,180
499,3,59,736.5,252.5,0,103.1,92.081,86.205,NA,1,NA,180,0
500,3,60,736.5,252.5,0,86.6,92.081,86.205,NA,0,NA,0,-180
501,3,61,735.5,252.5,0,93.8,93.081,87.197,NA,1,NA,180,180
502,3,62,733,252.5,0,101,95.581,89.677,NA,2.5,NA,180,0
503,3,63,730.5,252,0,102.5,98.13,92.22,NA,2.55,NA,-168.69,11.31
504,3,64,729,252,0,117.8,99.63,93.708,NA,1.5,NA,180,-11.31
505,3,65,725.5,252,0,110.3,103.13,97.183,NA,3.5,NA,180,0
506,3,66,723,252,0,117.8,105.63,99.666,NA,2.5,NA,180,0
507,3,67,721,251.5,0,135.2,107.692,101.71,NA,2.062,NA,-165.964,14.036
508,3,68,719,251.5,0,116,109.692,103.697,NA,2,NA,180,-14.036
509,3,69,718,251.5,0,120.8,110.692,104.69,NA,1,NA,180,0
510,3,70,712.5,251.5,0,107,116.192,110.156,NA,5.5,NA,180,0
511,3,71,713,251.5,0,109.4,116.692,109.659,NA,0.5,NA,0,-180
512,3,72,712.5,251.5,0,117.2,117.192,110.156,NA,0.5,NA,180,180
513,3,73,711.5,251.5,0,116.9,118.192,111.15,NA,1,NA,180,0
514,3,74,711.5,251.5,0,114.5,118.192,111.15,NA,0,NA,0,-180
515,3,75,711,251,0,120.8,118.899,111.702,NA,0.707,NA,-135,-135
516,3,76,711,251,0,117.8,118.899,111.702,NA,0,NA,0,135
517,3,77,709,251,0,118.4,120.899,113.689,NA,2,NA,180,180
518,3,78,707.5,250,0,134.3,122.701,115.293,NA,1.803,NA,-146.31,33.69
519,3,79,707.5,250,0,131.3,122.701,115.293,NA,0,NA,0,146.31
520,3,80,706,249.5,0,123.2,124.283,116.842,NA,1.581,NA,-161.565,-161.565
521,3,81,703.5,249,0,131,126.832,119.384,NA,2.55,NA,-168.69,-7.125
522,3,82,702.5,248.5,0,137.9,127.95,120.438,NA,1.118,NA,-153.435,15.255
523,3,83,701.5,248,0,150.5,129.068,121.493,NA,1.118,NA,-153.435,0
524,3,84,701.5,248,0,134,129.068,121.493,NA,0,NA,0,153.435
525,3,85,701.5,248,0,117.8,129.068,121.493,NA,0,NA,0,0
526,3,86,700,248,0,123.8,130.568,122.981,NA,1.5,NA,180,180
527,3,87,699,248,0,138.8,131.568,123.973,NA,1,NA,180,0
528,3,88,698.5,248,0,125,132.068,124.469,NA,0.5,NA,180,0
529,3,89,695.5,248,0,137.6,135.068,127.446,NA,3,NA,180,0
530,3,90,693.5,247.5,0,130.7,137.13,129.492,NA,2.062,NA,-165.964,14.036
531,3,91,691.5,247.5,0,131.3,139.13,131.477,NA,2,NA,180,-14.036
532,3,92,690.5,247.5,0,126.8,140.13,132.47,NA,1,NA,180,0
533,3,93,688.5,247,0,136.7,142.191,134.516,NA,2.062,NA,-165.964,14.036
534,3,94,688.5,247,0,130.7,142.191,134.516,NA,0,NA,0,165.964
535,3,95,685.5,246.5,0,130.1,145.233,137.555,NA,3.041,NA,-170.538,-170.538
536,3,96,685,246.5,0,134,145.733,138.051,NA,0.5,NA,180,-9.462
537,3,97,683,246.5,0,121.4,147.733,140.036,NA,2,NA,180,0
538,3,98,682,246.5,0,124.4,148.733,141.028,NA,1,NA,180,0
539,3,99,680,246.5,0,126.8,150.733,143.014,NA,2,NA,180,0
540,3,100,680,246.5,0,117.8,150.733,143.014,NA,0,NA,0,-180
541,3,101,678,246.5,0,120.8,152.733,145,NA,2,NA,180,180
542,3,102,675.5,246.5,0,117.8,155.233,147.483,NA,2.5,NA,180,0
543,3,103,673.5,247,0,113.3,157.294,149.414,NA,2.062,NA,165.964,-14.036
544,3,104,673.5,247,0,112.7,157.294,149.414,NA,0,NA,0,-165.964
545,3,105,672,247,0,103.1,158.794,150.905,NA,1.5,NA,180,180
546,3,106,671,246.5,0,96.5,159.912,151.954,NA,1.118,NA,-153.435,26.565
547,3,107,671.5,247,0,101,160.619,151.402,NA,0.707,NA,45,-161.565
548,3,108,671.5,246.5,0,102.2,161.119,151.457,NA,0.5,NA,-90,-135
549,3,109,670.5,245.5,0,110.9,162.534,152.566,NA,1.414,NA,-135,-45
550,3,110,670.5,245.5,0,102.8,162.534,152.566,NA,0,NA,0,135
551,3,111,670.5,245.5,0,102.2,162.534,152.566,NA,0,NA,0,0
552,3,112,670.5,245.5,0,95.9,162.534,152.566,NA,0,NA,0,0
553,3,113,670.5,245.5,0,99.5,162.534,152.566,NA,0,NA,0,0
554,3,114,670.5,245.5,0,102.8,162.534,152.566,NA,0,NA,0,0
555,3,115,670.5,245.5,0,99.5,162.534,152.566,NA,0,NA,0,0
556,3,116,670.5,245.5,0,88.7,162.534,152.566,NA,0,NA,0,0
557,3,117,670.5,245.5,0,92.3,162.534,152.566,NA,0,NA,0,0
558,3,118,669.5,245.5,0,77.9,163.534,153.559,NA,1,NA,180,180
559,3,119,668.5,246,0,75.8,164.652,154.494,NA,1.118,NA,153.435,-26.565
560,3,120,668.5,246,0,64.7,164.652,154.494,NA,0,NA,0,-153.435
561,3,121,668.5,246,0,68.3,164.652,154.494,NA,0,NA,0,0
562,3,122,668,246,0,78.8,165.152,154.991,NA,0.5,NA,180,180
563,3,123,666,246,0,50.6,167.152,156.979,NA,2,NA,180,0
564,3,124,666,246,0,56.9,167.152,156.979,NA,0,NA,0,-180
565,3,125,666,246,0,71.9,167.152,156.979,NA,0,NA,0,0
566,3,126,665,246,0,64.1,168.152,157.972,NA,1,NA,180,180
567,3,127,663.5,246,0,60.8,169.652,159.463,NA,1.5,NA,180,0
568,3,128,662.5,244.5,0,57.2,171.454,160.628,NA,1.803,NA,-123.69,56.31
569,3,129,661.5,243.5,0,71,172.869,161.741,NA,1.414,NA,-135,-11.31
570,3,130,661.5,243.5,0,60.5,172.869,161.741,NA,0,NA,0,135
571,3,131,661.5,243.5,0,77.6,172.869,161.741,NA,0,NA,0,0
572,3,132,661.5,243.5,0,64.1,172.869,161.741,NA,0,NA,0,0
573,3,133,661.5,243.5,0,65,172.869,161.741,NA,0,NA,0,0
574,3,134,661.5,243.5,0,59.9,172.869,161.741,NA,0,NA,0,0
575,3,135,661.5,243.5,0,53.6,172.869,161.741,NA,0,NA,0,0
576,3,136,661.5,243.5,0,60.8,172.869,161.741,NA,0,NA,0,0
577,3,137,661.5,243.5,0,54.2,172.869,161.741,NA,0,NA,0,0
578,3,138,662,244,0,56.9,173.576,161.184,NA,0.707,NA,45,45
579,3,139,662,244,0,75.8,173.576,161.184,NA,0,NA,0,-45
580,3,140,663.5,245,0,53.3,175.378,159.576,NA,1.803,NA,33.69,33.69
581,3,141,664,245.5,0,71.6,176.086,159.022,NA,0.707,NA,45,11.31
582,3,142,663,243.5,0,64.4,178.322,160.253,NA,2.236,NA,-116.565,-161.565
583,3,143,663,242.5,0,74.6,179.322,160.381,NA,1,NA,-90,26.565
584,3,144,663,242,0,71,179.822,160.447,NA,0.5,NA,-90,0
585,3,145,663,242,0,68.6,179.822,160.447,NA,0,NA,0,90
586,3,146,663,242,0,70.7,179.822,160.447,NA,0,NA,0,0
587,3,147,663,242,0,75.2,179.822,160.447,NA,0,NA,0,0
588,3,148,663,242,0,77.6,179.822,160.447,NA,0,NA,0,0
589,3,149,663,242,0,77.6,179.822,160.447,NA,0,NA,0,0
590,3,150,663,242,0,92.9,179.822,160.447,NA,0,NA,0,0
591,3,151,663,242,0,68,179.822,160.447,NA,0,NA,0,0
592,3,152,662.5,242,0,82.1,180.322,160.943,NA,0.5,NA,180,180
593,3,153,662.5,242,0,74.6,180.322,160.943,NA,0,NA,0,-180
594,3,154,662.5,242,0,64.4,180.322,160.943,NA,0,NA,0,0
595,3,155,662.5,242,0,56.9,180.322,160.943,NA,0,NA,0,0
596,3,156,662.5,242,0,74.6,180.322,160.943,NA,0,NA,0,0
597,3,157,662.5,242,0,74.6,180.322,160.943,NA,0,NA,0,0
598,3,158,662.5,242,0,74,180.322,160.943,NA,0,NA,0,0
599,3,159,662.5,242,0,75.2,180.322,160.943,NA,0,NA,0,0
600,3,160,662.5,242,0,71.9,180.322,160.943,NA,0,NA,0,0
601,3,161,662.5,242,0,67.7,180.322,160.943,NA,0,NA,0,0
602,3,162,662.5,242,0,57.8,180.322,160.943,NA,0,NA,0,0
603,3,163,662.5,242,0,55.1,180.322,160.943,NA,0,NA,0,0
604,3,164,662.5,242,0,70.7,180.322,160.943,NA,0,NA,0,0
605,3,165,662.5,242,0,92.3,180.322,160.943,NA,0,NA,0,0
606,3,166,663,242,0,82.4,180.822,160.447,NA,0.5,NA,0,0
607,3,167,663,242,0,75.8,180.822,160.447,NA,0,NA,0,0
608,3,168,663.5,242,0,78.2,181.322,159.952,NA,0.5,NA,0,0
609,3,169,663.5,242,0,79.4,181.322,159.952,NA,0,NA,0,0
610,3,170,663.5,242,0,86.3,181.322,159.952,NA,0,NA,0,0
611,3,171,665,242,0,81.2,182.822,158.465,NA,1.5,NA,0,0
612,3,172,665,242,0,78.5,182.822,158.465,NA,0,NA,0,0
613,3,173,666.5,242,0,96.5,184.322,156.979,NA,1.5,NA,0,0
614,3,174,669,242.5,0,98.9,186.871,154.434,NA,2.55,NA,11.31,11.31
615,3,175,670,243,0,100.1,187.989,153.376,NA,1.118,NA,26.565,15.255
616,3,176,671,243,0,118.7,188.989,152.385,NA,1,NA,0,-26.565
617,3,177,671.5,243,0,128.3,189.489,151.89,NA,0.5,NA,0,0
618,3,178,671.5,243,0,120.8,189.489,151.89,NA,0,NA,0,0
619,3,179,672,243,0,130.7,189.989,151.394,NA,0.5,NA,0,0
620,3,180,672.5,243.5,0,117.2,190.696,150.832,NA,0.707,NA,45,45
621,3,181,673.5,244,0,121.4,191.814,149.775,NA,1.118,NA,26.565,-18.435
622,3,182,673.5,244,0,116.9,191.814,149.775,NA,0,NA,0,-26.565
623,3,183,673.5,244,0,133.4,191.814,149.775,NA,0,NA,0,0
624,3,184,673.5,244,0,120.5,191.814,149.775,NA,0,NA,0,0
625,3,185,673,243.5,0,117.5,192.521,150.336,NA,0.707,NA,-135,-135
626,3,186,673,242,0,138.2,194.021,150.543,NA,1.5,NA,-90,45
627,3,187,673,242,0,138.2,194.021,150.543,NA,0,NA,0,90
628,3,188,673,242,0,140.6,194.021,150.543,NA,0,NA,0,0
629,3,189,673,242,0,144.8,194.021,150.543,NA,0,NA,0,0
630,3,190,673.5,242,0,144.8,194.521,150.048,NA,0.5,NA,0,0
631,3,191,674,242,0,144.8,195.021,149.554,NA,0.5,NA,0,0
632,3,192,674,242.5,0,131.3,195.521,149.482,NA,0.5,NA,90,90
633,3,193,674,243,0,133.1,196.021,149.413,NA,0.5,NA,90,0
634,3,194,673.5,242.5,0,133.1,196.729,149.977,NA,0.707,NA,-135,135
635,3,195,670.5,242,0,144.8,199.77,153.018,NA,3.041,NA,-170.538,-35.538
636,3,196,670.5,241,0,162.2,200.77,153.162,NA,1,NA,-90,80.538
637,3,197,670.5,241,0,163.4,200.77,153.162,NA,0,NA,0,90
638,3,198,670.5,241,0,163.4,200.77,153.162,NA,0,NA,0,0
639,3,199,670.5,241,0,154.7,200.77,153.162,NA,0,NA,0,0
640,3,200,670.5,241,0,158.3,200.77,153.162,NA,0,NA,0,0
641,3,201,670.5,241,0,159.8,200.77,153.162,NA,0,NA,0,0
642,3,202,670.5,241,0,155.3,200.77,153.162,NA,0,NA,0,0
643,3,203,671,241,0,158.3,201.27,152.667,NA,0.5,NA,0,0
644,3,204,671,241.5,0,144.2,201.77,152.594,NA,0.5,NA,90,90
645,3,205,671,241.5,0,150.5,201.77,152.594,NA,0,NA,0,-90
646,3,206,671,241.5,0,154.1,201.77,152.594,NA,0,NA,0,0
647,3,207,671,241.5,0,154.7,201.77,152.594,NA,0,NA,0,0
648,3,208,671,241.5,0,152.3,201.77,152.594,NA,0,NA,0,0
649,3,209,671,241.5,0,151.7,201.77,152.594,NA,0,NA,0,0
650,3,210,671,241.5,0,155.3,201.77,152.594,NA,0,NA,0,0
651,3,211,671,241.5,0,154.7,201.77,152.594,NA,0,NA,0,0
652,3,212,670,241.5,0,155.3,202.77,153.584,NA,1,NA,180,180
653,3,213,671.5,242,0,155.3,204.351,152.028,NA,1.581,NA,18.435,-161.565
654,3,214,671,242,0,158.9,204.851,152.523,NA,0.5,NA,180,161.565
655,3,215,671,242,0,154.7,204.851,152.523,NA,0,NA,0,-180
656,3,216,671,242,0,154.7,204.851,152.523,NA,0,NA,0,0
657,3,217,671,242,0,157.7,204.851,152.523,NA,0,NA,0,0
658,3,218,671,242,0,157.7,204.851,152.523,NA,0,NA,0,0
659,3,219,671,242,0,155.3,204.851,152.523,NA,0,NA,0,0
660,3,220,671,242,0,155.9,204.851,152.523,NA,0,NA,0,0
661,4,1,814.5,307.5,0,131.7,0,0,NA,NA,NA,NA,NA
662,4,2,814,307,0,133.7,0.707,0.707,NA,0.707,NA,-135,NA
663,4,3,813,307,0,121.4,1.707,1.581,NA,1,NA,180,-45
664,4,4,813,307,0,120.2,1.707,1.581,NA,0,NA,0,-180
665,4,5,812,307,0,127.4,2.707,2.55,NA,1,NA,180,180
666,4,6,812,307,0,119.6,2.707,2.55,NA,0,NA,0,-180
667,4,7,811,306.5,0,120.2,3.825,3.64,NA,1.118,NA,-153.435,-153.435
668,4,8,808.5,306.5,0,128,6.325,6.083,NA,2.5,NA,180,-26.565
669,4,9,807,306,0,123.2,7.906,7.649,NA,1.581,NA,-161.565,18.435
670,4,10,807,306,0,120.8,7.906,7.649,NA,0,NA,0,161.565
671,4,11,805.5,306,0,123.8,9.406,9.124,NA,1.5,NA,180,180
672,4,12,803.5,305.5,0,119.6,11.468,11.18,NA,2.062,NA,-165.964,14.036
673,4,13,803.5,305.5,0,123.8,11.468,11.18,NA,0,NA,0,165.964
674,4,14,802,305.5,0,121.4,12.968,12.659,NA,1.5,NA,180,180
675,4,15,801.5,305,0,113.6,13.675,13.238,NA,0.707,NA,-135,45
676,4,16,800,305,0,120.5,15.175,14.714,NA,1.5,NA,180,-45
677,4,17,799.5,305,0,117.2,15.675,15.207,NA,0.5,NA,180,0
678,4,18,797.5,305,0,126.8,17.675,17.183,NA,2,NA,180,0
679,4,19,795,305,0,131.3,20.175,19.66,NA,2.5,NA,180,0
680,4,20,793,304.5,0,141.5,22.236,21.708,NA,2.062,NA,-165.964,14.036
681,4,21,793,304.5,0,137.9,22.236,21.708,NA,0,NA,0,165.964
682,4,22,792,304.5,0,137.3,23.236,22.699,NA,1,NA,180,180
683,4,23,792,304.5,0,133.7,23.236,22.699,NA,0,NA,0,-180
684,4,24,791.5,304.5,0,131,23.736,23.195,NA,0.5,NA,180,180
