Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
28,1,28,595.5,199,0,140.9,55.257,50.99,NA,3.202,NA,-141.34,24.624
29,1,29,595.5,199,0,158,55.257,50.99,NA,0,NA,0,141.34
30,1,30,593.5,198,0,155,57.493,53.151,NA,2.236,NA,-153.435,-153.435
31,1,31,593.5,198,0,158.6,57.493,53.151,NA,0,NA,0,153.435
32,1,32,591.5,198,0,152.3,59.493,55.109,NA,2,NA,180,180
33,1,33,589,198,0,155.6,61.993,57.561,NA,2.5,NA,180,0
34,1,34,587,198,0,147.2,63.993,59.525,NA,2,NA,180,0
35,1,35,585,197.5,0,148.4,66.054,61.583,NA,2.062,NA,-165.964,14.036
36,1,36,585,197.5,0,158.3,66.054,61.583,NA,0,NA,0,165.964
37,1,37,583.5,197.5,0,152,67.554,63.058,NA,1.5,NA,180,180
38,1,38,583,197.5,0,145.1,68.054,63.549,NA,0.5,NA,180,0
39,1,39,580.5,197.5,0,149,70.554,66.009,NA,2.5,NA,180,0
40,1,40,579,197.5,0,145.1,72.054,67.487,NA,1.5,NA,180,0
41,1,41,578,196.5,0,151.7,73.468,68.648,NA,1.414,NA,-135,45
42,1,42,578,196.5,0,161.9,73.468,68.648,NA,0,NA,0,135
43,1,43,576,196.5,0,159.2,75.468,70.615,NA,2,NA,180,180
44,1,44,574,196,0,158.6,77.53,72.672,NA,2.062,NA,-165.964,14.036
45,1,45,572.5,195.5,0,161.9,79.111,74.238,NA,1.581,NA,-161.565,4.399
46,1,46,571.5,195.5,0,161.9,80.111,75.221,NA,1,NA,180,-18.435
47,1,47,569.5,195,0,159.2,82.173,77.279,NA,2.062,NA,-165.964,14.036
48,1,48,566.5,195,0,152.3,85.173,80.231,NA,3,NA,180,-14.036
49,1,49,565.5,195,0,155.3,86.173,81.216,NA,1,NA,180,0
50,1,50,564.5,195,0,159.2,87.173,82.201,NA,1,NA,180,0
51,1,51,563,194,0,154.4,88.975,83.853,NA,1.803,NA,-146.31,33.69
52,1,52,560.5,194,0,155.6,91.475,86.313,NA,2.5,NA,180,-33.69
53,1,53,559.5,194,0,155,92.475,87.298,NA,1,NA,180,0
54,1,54,559.5,194,0,162.5,92.475,87.298,NA,0,NA,0,-180
55,1,55,554.5,193.5,0,140.3,97.5,92.311,NA,5.025,NA,-174.289,-174.289
56,1,56,554,192,0,148.4,99.081,93.066,NA,1.581,NA,-108.435,65.854
57,1,57,553.5,192,0,152.3,99.581,93.557,NA,0.5,NA,180,-71.565
58,1,58,550,191.5,0,140.3,103.117,97.09,NA,3.536,NA,-171.87,8.13
59,1,59,549,191.5,0,144.2,104.117,98.074,NA,1,NA,180,-8.13
60,1,60,548,190.5,0,144.8,105.531,99.24,NA,1.414,NA,-135,45
61,1,61,547.5,190.5,0,154.7,106.031,99.731,NA,0.5,NA,180,-45
62,1,62,545,189.5,0,155.9,108.724,102.374,NA,2.693,NA,-158.199,21.801
63,1,63,544,189.5,0,148.1,109.724,103.356,NA,1,NA,180,-21.801
64,1,64,542.5,188.5,0,155.9,111.527,105.02,NA,1.803,NA,-146.31,33.69
65,1,65,542.5,188.5,0,159.5,111.527,105.02,NA,0,NA,0,146.31
66,1,66,540.5,187,0,162.5,114.027,107.28,NA,2.5,NA,-143.13,-143.13
67,1,67,538.5,186,0,158.9,116.263,109.444,NA,2.236,NA,-153.435,-10.305
68,1,68,538.5,186,0,158.3,116.263,109.444,NA,0,NA,0,153.435
69,1,69,537,186,0,154.1,117.763,110.911,NA,1.5,NA,180,180
70,1,70,537,186,0,160.1,117.763,110.911,NA,0,NA,0,-180
71,1,71,536.5,185.5,0,165.5,118.47,111.504,NA,0.707,NA,-135,-135
72,1,72,535,185,0,158.9,120.051,113.076,NA,1.581,NA,-161.565,-26.565
73,1,73,535,185,0,159.2,120.051,113.076,NA,0,NA,0,161.565
74,1,74,533.5,183.5,0,159.2,122.172,114.866,NA,2.121,NA,-135,-135
75,1,75,531.5,182,0,144.5,124.672,117.154,NA,2.5,NA,-143.13,-8.13
76,1,76,531.5,182,0,163.1,124.672,117.154,NA,0,NA,0,143.13
77,1,77,530.5,181.5,0,177.2,125.79,118.242,NA,1.118,NA,-153.435,-153.435
78,1,78,530.5,181.5,0,163.1,125.79,118.242,NA,0,NA,0,153.435
79,1,79,528,181,0,166.1,128.34,120.79,NA,2.55,NA,-168.69,-168.69
80,1,80,528,181,0,168.2,128.34,120.79,NA,0,NA,0,168.69
81,1,81,525.5,180.5,0,163.1,130.889,123.338,NA,2.55,NA,-168.69,-168.69
82,1,82,525,180,0,170,131.596,123.941,NA,0.707,NA,-135,33.69
83,1,83,524.5,179.5,0,161.3,132.303,124.544,NA,0.707,NA,-135,0
84,1,84,522.5,178.5,0,151.7,134.54,126.725,NA,2.236,NA,-153.435,-18.435
85,1,85,522,177.5,0,145.1,135.658,127.454,NA,1.118,NA,-116.565,36.87
86,1,86,520.5,175,0,154.7,138.573,129.541,NA,2.915,NA,-120.964,-4.399
87,1,87,519,173.5,0,152.9,140.694,131.387,NA,2.121,NA,-135,-14.036
88,1,88,517,171.5,0,147.8,143.523,133.86,NA,2.828,NA,-135,0
89,1,89,517,171.5,0,148.4,143.523,133.86,NA,0,NA,0,135
90,1,90,516,171.5,0,133.7,144.523,134.82,NA,1,NA,180,180
91,1,91,515,167,0,156.2,149.133,137.092,NA,4.61,NA,-102.529,77.471
92,1,92,515.5,167.5,0,158.3,149.84,136.463,NA,0.707,NA,45,147.529
93,1,93,515,167,0,154.4,150.547,137.092,NA,0.707,NA,-135,-180
94,1,94,513.5,165.5,0,150.8,152.668,138.983,NA,2.121,NA,-135,0
95,1,95,513,165,0,144.5,153.375,139.615,NA,0.707,NA,-135,0
96,1,96,513,165,0,155.6,153.375,139.615,NA,0,NA,0,135
97,1,97,513,165,0,151.4,153.375,139.615,NA,0,NA,0,0
98,1,98,511,163.5,0,151.4,155.875,141.988,NA,2.5,NA,-143.13,-143.13
99,1,99,509.5,163,0,144.5,157.456,143.569,NA,1.581,NA,-161.565,-18.435
100,1,100,508,162.5,0,141.5,159.037,145.15,NA,1.581,NA,-161.565,0
101,1,101,507,161.5,0,147.8,160.452,146.419,NA,1.414,NA,-135,26.565
102,1,102,506.5,161.5,0,152.3,160.952,146.892,NA,0.5,NA,180,-45
103,1,103,506.5,162,0,158,161.452,146.731,NA,0.5,NA,90,-90
104,1,104,506.5,162.5,0,159.2,161.952,146.572,NA,0.5,NA,90,0
105,1,105,505,162.5,0,158.6,163.452,147.995,NA,1.5,NA,180,90
106,1,106,505,162.5,0,157.4,163.452,147.995,NA,0,NA,0,-180
107,1,107,503.5,163,0,158,165.033,149.265,NA,1.581,NA,161.565,161.565
108,1,108,502.5,163.5,0,156.2,166.151,150.064,NA,1.118,NA,153.435,-8.13
109,1,109,502.5,163.5,0,161.6,166.151,150.064,NA,0,NA,0,-153.435
110,1,110,501.5,165.5,0,161,168.387,150.427,NA,2.236,NA,116.565,116.565
111,1,111,501.5,165.5,0,158.6,168.387,150.427,NA,0,NA,0,-116.565
112,1,112,499,167.5,0,159.2,171.588,152.265,NA,3.202,NA,141.34,141.34
113,1,113,497.5,170,0,155,174.504,153.052,NA,2.915,NA,120.964,-20.376
114,1,114,497.5,170,0,158,174.504,153.052,NA,0,NA,0,-120.964
115,1,115,496.5,172,0,158.3,176.74,153.525,NA,2.236,NA,116.565,116.565
116,1,116,496,172,0,165.2,177.24,154.011,NA,0.5,NA,180,63.435
117,1,117,493.5,173,0,164.9,179.933,156.205,NA,2.693,NA,158.199,-21.801
118,1,118,492.5,174,0,166.1,181.347,156.952,NA,1.414,NA,135,-23.199
119,1,119,491,176,0,158.3,183.847,157.985,NA,2.5,NA,126.87,-8.13
120,1,120,490.5,176.5,0,158,184.554,158.371,NA,0.707,NA,135,8.13
121,1,121,490.5,177,0,163.1,185.054,158.269,NA,0.5,NA,90,-45
122,1,122,489.5,178.5,0,163.1,186.857,158.954,NA,1.803,NA,123.69,33.69
123,1,123,489.5,179,0,165.5,187.357,158.858,NA,0.5,NA,90,-33.69
124,1,124,488.5,181,0,165.5,189.593,159.477,NA,2.236,NA,116.565,26.565
125,1,125,487.5,183.5,0,151.4,192.285,160.045,NA,2.693,NA,111.801,-4.764
126,1,126,486.5,185,0,155.6,194.088,160.801,NA,1.803,NA,123.69,11.889
127,1,127,486.5,185.5,0,161.9,194.588,160.727,NA,0.5,NA,90,-33.69
128,1,128,486,187,0,158,196.169,161.01,NA,1.581,NA,108.435,18.435
129,1,129,485.5,188,0,155.6,197.287,161.372,NA,1.118,NA,116.565,8.13
130,1,130,485.5,188.5,0,155.9,197.787,161.308,NA,0.5,NA,90,-26.565
131,1,131,486.5,190,0,168.8,199.59,160.131,NA,1.803,NA,56.31,-33.69
132,1,132,486.5,192,0,165.8,201.59,159.906,NA,2,NA,90,33.69
133,1,133,486.5,192,0,164.6,201.59,159.906,NA,0,NA,0,-90
134,1,134,487,193.5,0,166.1,203.171,159.256,NA,1.581,NA,71.565,71.565
135,1,135,487,194,0,170,203.671,159.208,NA,0.5,NA,90,18.435
136,1,136,486.5,197.5,0,159.2,207.207,159.415,NA,3.536,NA,98.13,8.13
137,1,137,485.5,198,0,158,208.325,160.378,NA,1.118,NA,153.435,55.305
138,1,138,485.5,199,0,163.1,209.325,160.312,NA,1,NA,90,-63.435
139,1,139,486,199.5,0,162.5,210.032,159.783,NA,0.707,NA,45,-45
140,1,140,486,201,0,149.6,211.532,159.701,NA,1.5,NA,90,45
141,1,141,486.5,201,0,169.4,212.032,159.201,NA,0.5,NA,0,-90
142,1,142,486.5,201,0,168.8,212.032,159.201,NA,0,NA,0,0
143,1,143,487,201.5,0,161.6,212.739,158.677,NA,0.707,NA,45,45
144,1,144,487,201.5,0,166.1,212.739,158.677,NA,0,NA,0,-45
145,1,145,487,202,0,173.6,213.239,158.654,NA,0.5,NA,90,90
146,1,146,485.5,202,0,170,214.739,160.153,NA,1.5,NA,180,90
147,1,147,485.5,202,0,169.4,214.739,160.153,NA,0,NA,0,-180
148,1,148,485.5,202,0,169.4,214.739,160.153,NA,0,NA,0,0
149,1,149,485.5,202,0,162.8,214.739,160.153,NA,0,NA,0,0
150,1,150,485.5,202.5,0,164.9,215.239,160.132,NA,0.5,NA,90,90
151,1,151,485.5,202.5,0,163.1,215.239,160.132,NA,0,NA,0,-90
152,1,152,486.5,203,0,174.2,216.357,159.113,NA,1.118,NA,26.565,26.565
153,1,153,486.5,203,0,166.4,216.357,159.113,NA,0,NA,0,-26.565
154,1,154,486.5,203,0,170,216.357,159.113,NA,0,NA,0,0
155,1,155,486.5,203,0,161.6,216.357,159.113,NA,0,NA,0,0
156,1,156,486.5,203.5,0,162.2,216.857,159.095,NA,0.5,NA,90,90
157,1,157,486.5,203.5,0,165.8,216.857,159.095,NA,0,NA,0,-90
158,1,158,486.5,203.5,0,162.8,216.857,159.095,NA,0,NA,0,0
159,1,159,486.5,203.5,0,161.6,216.857,159.095,NA,0,NA,0,0
160,1,160,486.5,203.5,0,165.8,216.857,159.095,NA,0,NA,0,0
161,1,161,486.5,203.5,0,173,216.857,159.095,NA,0,NA,0,0
162,1,162,486,204.5,0,165.8,217.975,159.563,NA,1.118,NA,116.565,116.565
163,1,163,486,205,0,165.8,218.475,159.55,NA,0.5,NA,90,-26.565
164,1,164,486,205.5,0,165.8,218.975,159.538,NA,0.5,NA,90,0
165,1,165,486,205.5,0,165.2,218.975,159.538,NA,0,NA,0,-90
166,1,166,486,205.5,0,165.8,218.975,159.538,NA,0,NA,0,0
167,1,167,486,205.5,0,169.4,218.975,159.538,NA,0,NA,0,0
168,1,168,486,205.5,0,164.6,218.975,159.538,NA,0,NA,0,0
169,1,169,486.5,205.5,0,164.6,219.475,159.039,NA,0.5,NA,0,0
170,1,170,486.5,205.5,0,166.7,219.475,159.039,NA,0,NA,0,0
171,1,171,486.5,205.5,0,166.1,219.475,159.039,NA,0,NA,0,0
172,1,172,486.5,205.5,0,165.8,219.475,159.039,NA,0,NA,0,0
173,1,173,486.5,206,0,173.6,219.975,159.028,NA,0.5,NA,90,90
174,1,174,486.5,206,0,164.6,219.975,159.028,NA,0,NA,0,-90
175,1,175,486.5,206,0,174.2,219.975,159.028,NA,0,NA,0,0
176,1,176,486.5,206,0,173.6,219.975,159.028,NA,0,NA,0,0
177,1,177,486.5,206,0,173.6,219.975,159.028,NA,0,NA,0,0
178,1,178,486.5,206.5,0,169.1,220.475,159.02,NA,0.5,NA,90,90
179,1,179,486.5,206.5,0,165.2,220.475,159.02,NA,0,NA,0,-90
180,1,180,486.5,206.5,0,164.6,220.475,159.02,NA,0,NA,0,0
181,1,181,486.5,207,0,162.8,220.975,159.013,NA,0.5,NA,90,90
182,1,182,486.5,207.5,0,173,221.475,159.007,NA,0.5,NA,90,0
183,1,183,486.5,207.5,0,173.6,221.475,159.007,NA,0,NA,0,-90
184,1,184,486.5,207.5,0,173.6,221.475,159.007,NA,0,NA,0,0
185,1,185,486.5,207.5,0,172.4,221.475,159.007,NA,0,NA,0,0
186,1,186,486,208,0,165.8,222.182,159.503,NA,0.707,NA,135,135
187,1,187,484,208.5,0,165.2,224.244,161.501,NA,2.062,NA,165.964,30.964
188,1,188,484,208.5,0,161,224.244,161.501,NA,0,NA,0,-165.964
189,1,189,484,209.5,0,165.2,225.244,161.501,NA,1,NA,90,90
190,1,190,484,209.5,0,165.2,225.244,161.501,NA,0,NA,0,-90
191,1,191,483,211,0,165.8,227.047,162.512,NA,1.803,NA,123.69,123.69
192,1,192,483,211.5,0,169.1,227.547,162.519,NA,0.5,NA,90,-33.69
193,1,193,483,211.5,0,165.8,227.547,162.519,NA,0,NA,0,-90
194,1,194,483,211.5,0,165.8,227.547,162.519,NA,0,NA,0,0
195,1,195,483,211.5,0,170.3,227.547,162.519,NA,0,NA,0,0
196,1,196,483,212,0,162.8,228.047,162.528,NA,0.5,NA,90,90
197,1,197,483,212,0,162.2,228.047,162.528,NA,0,NA,0,-90
198,1,198,483,212,0,164.6,228.047,162.528,NA,0,NA,0,0
199,1,199,483,212,0,164.6,228.047,162.528,NA,0,NA,0,0
200,1,200,483,212,0,165.2,228.047,162.528,NA,0,NA,0,0
201,1,201,483,212,0,165.2,228.047,162.528,NA,0,NA,0,0
202,1,202,483,212,0,169.1,228.047,162.528,NA,0,NA,0,0
203,1,203,482.5,213,0,172.7,229.165,163.049,NA,1.118,NA,116.565,116.565
204,1,204,482,213,0,173.3,229.665,163.549,NA,0.5,NA,180,63.435
205,1,205,481.5,213,0,165.8,230.165,164.049,NA,0.5,NA,180,0
206,1,206,481.5,213,0,165.8,230.165,164.049,NA,0,NA,0,-180
207,1,207,481.5,213.5,0,173.9,230.665,164.062,NA,0.5,NA,90,90
208,1,208,481.5,213.5,0,165.2,230.665,164.062,NA,0,NA,0,-90
209,1,209,481.5,213.5,0,165.2,230.665,164.062,NA,0,NA,0,0
210,1,210,481.5,213.5,0,166.4,230.665,164.062,NA,0,NA,0,0
211,1,211,481.5,213.5,0,169.7,230.665,164.062,NA,0,NA,0,0
212,1,212,481.5,213.5,0,174.2,230.665,164.062,NA,0,NA,0,0
213,1,213,480.5,214,0,172.4,231.783,165.076,NA,1.118,NA,153.435,153.435
214,1,214,480.5,214,0,173,231.783,165.076,NA,0,NA,0,-153.435
215,1,215,480.5,214,0,165.8,231.783,165.076,NA,0,NA,0,0
216,1,216,480.5,214,0,172.4,231.783,165.076,NA,0,NA,0,0
217,1,217,480.5,214,0,176,231.783,165.076,NA,0,NA,0,0
218,1,218,480.5,214,0,177.2,231.783,165.076,NA,0,NA,0,0
219,1,219,480.5,214,0,177.2,231.783,165.076,NA,0,NA,0,0
220,1,220,480.5,214,0,174.2,231.783,165.076,NA,0,NA,0,0
221,2,1,618.5,210,0,112,0,0,NA,NA,NA,NA,NA
222,2,2,616,210,0,111.8,2.5,2.5,NA,2.5,NA,180,NA
223,2,3,616,210,0,115.4,2.5,2.5,NA,0,NA,0,-180
224,2,4,613.5,210,0,113.3,5,5,NA,2.5,NA,180,180
225,2,5,612,209.5,0,102.8,6.581,6.519,NA,1.581,NA,-161.565,18.435
226,2,6,609,209.5,0,106.1,9.581,9.513,NA,3,NA,180,-18.435
227,2,7,606,209,0,117.2,12.623,12.54,NA,3.041,NA,-170.538,9.462
228,2,8,606,209,0,120.2,12.623,12.54,NA,0,NA,0,170.538
229,2,9,603,209,0,114.8,15.623,15.532,NA,3,NA,180,180
230,2,10,600,209,0,113.6,18.623,18.527,NA,3,NA,180,0
231,2,11,596.5,208.5,0,107.6,22.158,22.051,NA,3.536,NA,-171.87,8.13
232,2,12,596.5,208.5,0,111.2,22.158,22.051,NA,0,NA,0,171.87
233,2,13,593.5,208.5,0,113.6,25.158,25.045,NA,3,NA,180,180
234,2,14,593,208.5,0,117.8,25.658,25.544,NA,0.5,NA,180,0
235,2,15,591.5,208.5,0,121.7,27.158,27.042,NA,1.5,NA,180,0
236,2,16,588.5,208,0,126.2,30.199,30.067,NA,3.041,NA,-170.538,9.462
237,2,17,585,207.5,0,117.2,33.735,33.593,NA,3.536,NA,-171.87,-1.332
238,2,18,583,207.5,0,117.8,35.735,35.588,NA,2,NA,180,-8.13
239,2,19,582.5,207.5,0,120.2,36.235,36.087,NA,0.5,NA,180,0
240,2,20,581,207.5,0,119.6,37.735,37.583,NA,1.5,NA,180,0
241,2,21,580.5,207.5,0,124.4,38.235,38.082,NA,0.5,NA,180,0
242,2,22,580,207.5,0,129.8,38.735,38.581,NA,0.5,NA,180,0
243,2,23,577,206.5,0,137.3,41.897,41.647,NA,3.162,NA,-161.565,18.435
244,2,24,576,206.5,0,127.4,42.897,42.644,NA,1,NA,180,-18.435
245,2,25,572.5,206.5,0,131.3,46.397,46.133,NA,3.5,NA,180,0
246,2,26,572.5,206.5,0,137.3,46.397,46.133,NA,0,NA,0,-180
247,2,27,571,206.5,0,144.5,47.897,47.629,NA,1.5,NA,180,180
248,2,28,568,206.5,0,145.1,50.897,50.621,NA,3,NA,180,0
249,2,29,567,207,0,143.9,52.015,51.587,NA,1.118,NA,153.435,-26.565
250,2,30,565,207,0,158.9,54.015,53.584,NA,2,NA,180,26.565
251,2,31,562,207,0,158.9,57.015,56.58,NA,3,NA,180,0
252,2,32,562,207,0,161.9,57.015,56.58,NA,0,NA,0,-180
253,2,33,561,208,0,155.9,58.429,57.535,NA,1.414,NA,135,135
254,2,34,559.5,208.5,0,147.8,60.011,59.019,NA,1.581,NA,161.565,26.565
255,2,35,556,208.5,0,158.6,63.511,62.518,NA,3.5,NA,180,18.435
256,2,36,553.5,209,0,158.6,66.06,65.008,NA,2.55,NA,168.69,-11.31
257,2,37,552,209.5,0,144.8,67.641,66.502,NA,1.581,NA,161.565,-7.125
258,2,38,550,210,0,151.4,69.703,68.5,NA,2.062,NA,165.964,4.399
259,2,39,549,210.5,0,143.6,70.821,69.502,NA,1.118,NA,153.435,-12.529
260,2,40,548,210.5,0,149,71.821,70.502,NA,1,NA,180,26.565
261,2,41,544.5,211,0,156.2,75.356,74.007,NA,3.536,NA,171.87,-8.13
262,2,42,542.5,211,0,156.2,77.356,76.007,NA,2,NA,180,8.13
263,2,43,540,212.5,0,136.4,80.272,78.54,NA,2.915,NA,149.036,-30.964
264,2,44,538,212.5,0,142.1,82.272,80.539,NA,2,NA,180,30.964
265,2,45,536.5,212,0,154.4,83.853,82.024,NA,1.581,NA,-161.565,18.435
266,2,46,535.5,212.5,0,149,84.971,83.038,NA,1.118,NA,153.435,-45
267,2,47,534.5,212.5,0,156.2,85.971,84.037,NA,1,NA,180,26.565
268,2,48,530.5,212.5,0,155.9,89.971,88.036,NA,4,NA,180,0
269,2,49,528,213,0,151.7,92.521,90.55,NA,2.55,NA,168.69,-11.31
270,2,50,526,214,0,140.3,94.757,92.586,NA,2.236,NA,153.435,-15.255
271,2,51,525,214,0,155.9,95.757,93.586,NA,1,NA,180,26.565
272,2,52,522,215,0,144.5,98.919,96.629,NA,3.162,NA,161.565,-18.435
273,2,53,522,215,0,143.9,98.919,96.629,NA,0,NA,0,-161.565
274,2,54,520.5,215,0,147.8,100.419,98.127,NA,1.5,NA,180,180
275,2,55,518.5,215,0,155.3,102.419,100.125,NA,2,NA,180,0
276,2,56,515.5,215.5,0,144.5,105.46,103.147,NA,3.041,NA,170.538,-9.462
277,2,57,513.5,215.5,0,145.1,107.46,105.144,NA,2,NA,180,9.462
278,2,58,513.5,215.5,0,155.9,107.46,105.144,NA,0,NA,0,-180
279,2,59,512,215.5,0,155.3,108.96,106.642,NA,1.5,NA,180,180
280,2,60,508.5,216.5,0,149,112.6,110.192,NA,3.64,NA,164.055,-15.945
281,2,61,508.5,216.5,0,154.7,112.6,110.192,NA,0,NA,0,-164.055
282,2,62,507,216.5,0,155.9,114.1,111.689,NA,1.5,NA,180,180
283,2,63,505.5,216.5,0,160.1,115.6,113.187,NA,1.5,NA,180,0
284,2,64,503,217,0,155.3,118.15,115.712,NA,2.55,NA,168.69,-11.31
285,2,65,503,217,0,156.2,118.15,115.712,NA,0,NA,0,-168.69
286,2,66,501.5,217,0,155,119.65,117.209,NA,1.5,NA,180,180
287,2,67,498.5,218.5,0,152.3,123.004,120.301,NA,3.354,NA,153.435,-26.565
288,2,68,498.5,218.5,0,149,123.004,120.301,NA,0,NA,0,-153.435
289,2,69,496.5,219,0,152.3,125.066,122.332,NA,2.062,NA,165.964,165.964
290,2,70,494.5,219,0,147.8,127.066,124.326,NA,2,NA,180,14.036
291,2,71,492,220,0,133.4,129.758,126.895,NA,2.693,NA,158.199,-21.801
292,2,72,492,220,0,145.1,129.758,126.895,NA,0,NA,0,-158.199
293,2,73,489.5,220,0,148.4,132.258,129.387,NA,2.5,NA,180,180
294,2,74,488,220,0,155,133.758,130.883,NA,1.5,NA,180,0
295,2,75,488,220,0,141.5,133.758,130.883,NA,0,NA,0,-180
296,2,76,487,220.5,0,138.5,134.876,131.919,NA,1.118,NA,153.435,153.435
297,2,77,485.5,221.5,0,121.1,136.679,133.496,NA,1.803,NA,146.31,-7.125
298,2,78,485.5,221.5,0,127.4,136.679,133.496,NA,0,NA,0,-146.31
299,2,79,485,221,0,144.2,137.386,133.952,NA,0.707,NA,-135,-135
300,2,80,481.5,221.5,0,135.8,140.922,137.482,NA,3.536,NA,171.87,-53.13
301,2,81,480,221.5,0,134.3,142.422,138.977,NA,1.5,NA,180,8.13
302,2,82,478,221.5,0,131.3,144.422,140.97,NA,2,NA,180,0
303,2,83,477,221,0,145.7,145.54,141.927,NA,1.118,NA,-153.435,26.565
304,2,84,476.5,221,0,145.1,146.04,142.425,NA,0.5,NA,180,-26.565
305,2,85,476.5,221,0,128,146.04,142.425,NA,0,NA,0,-180
306,2,86,474.5,220,0,142.1,148.276,144.347,NA,2.236,NA,-153.435,-153.435
307,2,87,474.5,220,0,116.3,148.276,144.347,NA,0,NA,0,153.435
308,2,88,471.5,220,0,124.4,151.276,147.34,NA,3,NA,180,180
309,2,89,471.5,220,0,109.7,151.276,147.34,NA,0,NA,0,-180
310,2,90,471.5,220,0,106.7,151.276,147.34,NA,0,NA,0,0
311,2,91,469.5,218.5,0,117.8,153.776,149.242,NA,2.5,NA,-143.13,-143.13
312,2,92,468,217,0,112.7,155.897,150.663,NA,2.121,NA,-135,8.13
313,2,93,468,217,0,113.3,155.897,150.663,NA,0,NA,0,135
314,2,94,466.5,215,0,113.3,158.397,152.082,NA,2.5,NA,-126.87,-126.87
315,2,95,466.5,214,0,121.1,159.397,152.053,NA,1,NA,-90,36.87
316,2,96,466.5,213,0,117.5,160.397,152.03,NA,1,NA,-90,0
317,2,97,466.5,211,0,135.5,162.397,152.003,NA,2,NA,-90,0
318,2,98,466.5,211,0,100.1,162.397,152.003,NA,0,NA,0,90
319,2,99,465.5,211,0,100.4,163.397,153.003,NA,1,NA,180,180
320,2,100,464.5,209.5,0,115.4,165.2,154.001,NA,1.803,NA,-123.69,56.31
321,2,101,464,208.5,0,111.8,166.318,154.507,NA,1.118,NA,-116.565,7.125
322,2,102,464.5,208,0,110.6,167.025,154.013,NA,0.707,NA,-45,71.565
323,2,103,464.5,207,0,110.6,168.025,154.029,NA,1,NA,-90,-45
324,2,104,464,205,0,111.2,170.086,154.581,NA,2.062,NA,-104.036,-14.036
325,2,105,462,203,0,121.1,172.915,156.656,NA,2.828,NA,-135,-30.964
326,2,106,461,201,0,120.5,175.151,157.757,NA,2.236,NA,-116.565,18.435
327,2,107,459.5,199.5,0,124.1,177.272,159.346,NA,2.121,NA,-135,-18.435
328,2,108,459,198.5,0,134.3,178.39,159.914,NA,1.118,NA,-116.565,18.435
329,2,109,459,198.5,0,121.7,178.39,159.914,NA,0,NA,0,116.565
330,2,110,459,198,0,126.8,178.89,159.951,NA,0.5,NA,-90,-90
331,2,111,459,198,0,112.7,178.89,159.951,NA,0,NA,0,90
332,2,112,459,197.5,0,116.9,179.39,159.989,NA,0.5,NA,-90,-90
333,2,113,459.5,197.5,0,104,179.89,159.491,NA,0.5,NA,0,90
334,2,114,460,197.5,0,104,180.39,158.992,NA,0.5,NA,0,0
335,2,115,460.5,197.5,0,110.9,180.89,158.494,NA,0.5,NA,0,0
336,2,116,461,197.5,0,95.3,181.39,157.995,NA,0.5,NA,0,0
