Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
46,1,46,782.75,632.5,0,86.8,38.18,35.272,NA,1.346,NA,-158.199,21.801
47,1,47,782.25,632.25,0,85.8,38.739,35.764,NA,0.559,NA,-153.435,4.764
48,1,48,781.5,632.25,0,87.1,39.489,36.514,NA,0.75,NA,180,-26.565
49,1,49,780.5,631.25,0,86.1,40.903,37.5,NA,1.414,NA,-135,45
50,1,50,779,631.5,0,77.4,42.423,39.001,NA,1.521,NA,170.538,-54.462
51,1,51,778.25,629.75,0,83.2,44.327,39.778,NA,1.904,NA,-113.199,76.264
52,1,52,777,629.5,0,85.2,45.602,41.037,NA,1.275,NA,-168.69,-55.491
53,1,53,776.25,628.75,0,78.8,46.663,41.825,NA,1.061,NA,-135,33.69
54,1,54,776.25,628,0,83.9,47.413,41.876,NA,0.75,NA,-90,45
55,1,55,775.5,627.5,0,85.1,48.314,42.665,NA,0.901,NA,-146.31,-56.31
56,1,56,775.25,627.5,0,83.6,48.564,42.914,NA,0.25,NA,180,-33.69
57,1,57,774.5,627.5,0,85.2,49.314,43.661,NA,0.75,NA,180,0
58,1,58,774.5,627.5,0,86.5,49.314,43.661,NA,0,NA,0,-180
59,1,59,774,627.5,0,85.7,49.814,44.16,NA,0.5,NA,180,180
60,1,60,773.25,626.75,0,85.8,50.875,44.976,NA,1.061,NA,-135,45
61,1,61,772.5,626.25,0,87.1,51.776,45.774,NA,0.901,NA,-146.31,-11.31
62,1,62,772.5,626.25,0,88.8,51.776,45.774,NA,0,NA,0,146.31
63,1,63,772,626,0,87.4,52.335,46.299,NA,0.559,NA,-153.435,-153.435
64,1,64,771.5,625.25,0,86.5,53.237,46.885,NA,0.901,NA,-123.69,29.745
65,1,65,771,625,0,89.9,53.796,47.414,NA,0.559,NA,-153.435,-29.745
66,1,66,770.75,624.25,0,93.2,54.586,47.766,NA,0.791,NA,-108.435,45
67,1,67,770,624.25,0,88.7,55.336,48.508,NA,0.75,NA,180,-71.565
68,1,68,770,624.25,0,88.7,55.336,48.508,NA,0,NA,0,-180
69,1,69,769.5,624,0,89.1,55.895,49.039,NA,0.559,NA,-153.435,-153.435
70,1,70,769.25,623.75,0,86.5,56.249,49.324,NA,0.354,NA,-135,18.435
71,1,71,768.75,623.25,0,87.1,56.956,49.896,NA,0.707,NA,-135,0
72,1,72,767.75,622.25,0,85.2,58.37,51.05,NA,1.414,NA,-135,0
73,1,73,767.5,621.75,0,86.9,58.929,51.386,NA,0.559,NA,-116.565,18.435
74,1,74,766.5,621.5,0,86.5,59.96,52.415,NA,1.031,NA,-165.964,-49.399
75,1,75,764.75,620,0,83.5,62.265,54.425,NA,2.305,NA,-139.399,26.565
76,1,76,764,619.75,0,84.1,63.055,55.211,NA,0.791,NA,-161.565,-22.166
77,1,77,763.25,619.75,0,81.9,63.805,55.945,NA,0.75,NA,180,-18.435
78,1,78,763,618.25,0,83.5,65.326,56.515,NA,1.521,NA,-99.462,80.538
79,1,79,761.75,618,0,80.2,66.601,57.789,NA,1.275,NA,-168.69,-69.228
80,1,80,760.75,617,0,80,68.015,58.997,NA,1.414,NA,-135,33.69
81,1,81,761,616.5,0,83.5,68.574,58.878,NA,0.559,NA,-63.435,71.565
82,1,82,760.25,616.5,0,83.8,69.324,59.604,NA,0.75,NA,180,-116.565
83,1,83,760.5,617.25,0,85.8,70.115,59.18,NA,0.791,NA,71.565,-108.435
84,1,84,760.5,617.25,0,84,70.115,59.18,NA,0,NA,0,-71.565
85,1,85,760.5,617.5,0,80.9,70.365,59.121,NA,0.25,NA,90,90
86,1,86,759.5,617.25,0,83.8,71.395,60.152,NA,1.031,NA,-165.964,104.036
87,1,87,759,617.25,0,80.5,71.895,60.638,NA,0.5,NA,180,-14.036
88,1,88,758.75,617.25,0,79,72.145,60.882,NA,0.25,NA,180,0
89,1,89,758.75,617.25,0,84.1,72.145,60.882,NA,0,NA,0,-180
90,1,90,758.25,617.5,0,80.5,72.704,61.312,NA,0.559,NA,153.435,153.435
91,1,91,758.25,617.5,0,81.9,72.704,61.312,NA,0,NA,0,-153.435
92,1,92,757.75,617.5,0,82.2,73.204,61.799,NA,0.5,NA,180,180
93,1,93,757.5,617.75,0,84.5,73.558,61.988,NA,0.354,NA,135,-45
94,1,94,757.5,617.75,0,90.9,73.558,61.988,NA,0,NA,0,-135
95,1,95,757.5,618,0,90.2,73.808,61.934,NA,0.25,NA,90,90
96,1,96,757.5,618,0,89.9,73.808,61.934,NA,0,NA,0,-90
97,1,97,757.75,619.25,0,90,75.083,61.433,NA,1.275,NA,78.69,78.69
98,1,98,757.5,619.5,0,88.7,75.436,61.63,NA,0.354,NA,135,56.31
99,1,99,757.75,624.25,0,95.2,80.193,60.655,NA,4.757,NA,86.987,-48.013
100,1,100,757.25,624.75,0,88.2,80.9,61.097,NA,0.707,NA,135,48.013
101,1,101,756,624.75,0,88.8,82.15,62.34,NA,1.25,NA,180,45
102,1,102,755.25,626,0,88.7,83.608,62.969,NA,1.458,NA,120.964,-59.036
103,1,103,755.25,626.5,0,85.5,84.108,62.93,NA,0.5,NA,90,-30.964
104,1,104,755.25,626.75,0,86.5,84.358,62.911,NA,0.25,NA,90,0
105,1,105,755.5,627.25,0,94.1,84.917,62.628,NA,0.559,NA,63.435,-26.565
106,1,106,755.5,627.5,0,87.4,85.167,62.612,NA,0.25,NA,90,26.565
107,1,107,755.5,628.25,0,88.5,85.917,62.572,NA,0.75,NA,90,0
108,1,108,755.5,628.5,0,89.1,86.167,62.56,NA,0.25,NA,90,0
109,1,109,755.5,629.25,0,90,86.917,62.532,NA,0.75,NA,90,0
110,1,110,754.5,629.25,0,89.1,87.917,63.531,NA,1,NA,180,90
111,1,111,754.25,629.25,0,88.8,88.167,63.781,NA,0.25,NA,180,0
112,1,112,754.25,629.25,0,88.8,88.167,63.781,NA,0,NA,0,-180
113,1,113,754,629.25,0,88.7,88.417,64.031,NA,0.25,NA,180,180
114,1,114,754,629.25,0,88.7,88.417,64.031,NA,0,NA,0,-180
115,1,115,754,629.25,0,88.7,88.417,64.031,NA,0,NA,0,0
116,1,116,754,629.25,0,86.5,88.417,64.031,NA,0,NA,0,0
117,1,117,753.75,630.25,0,88.5,89.447,64.258,NA,1.031,NA,104.036,104.036
118,1,118,753.75,630.25,0,88.5,89.447,64.258,NA,0,NA,0,-104.036
119,1,119,753.5,630.25,0,88.5,89.697,64.508,NA,0.25,NA,180,180
120,1,120,753.75,631,0,88.8,90.488,64.25,NA,0.791,NA,71.565,-108.435
121,1,121,753,631,0,83.5,91.238,65,NA,0.75,NA,180,108.435
122,1,122,752.25,631,0,86.8,91.988,65.75,NA,0.75,NA,180,0
123,1,123,752,631,0,86.8,92.238,66,NA,0.25,NA,180,0
124,1,124,752,631,0,86.8,92.238,66,NA,0,NA,0,-180
125,1,125,752,631,0,86.8,92.238,66,NA,0,NA,0,0
126,1,126,752,631,0,87.1,92.238,66,NA,0,NA,0,0
127,1,127,752,631,0,87.1,92.238,66,NA,0,NA,0,0
128,1,128,752.25,631,0,86,92.488,65.75,NA,0.25,NA,0,0
129,1,129,752.25,631,0,83.5,92.488,65.75,NA,0,NA,0,0
130,1,130,752.25,631,0,86.1,92.488,65.75,NA,0,NA,0,0
131,1,131,752.25,631,0,86.1,92.488,65.75,NA,0,NA,0,0
132,1,132,752.25,631,0,87.1,92.488,65.75,NA,0,NA,0,0
133,1,133,752.25,631,0,87.1,92.488,65.75,NA,0,NA,0,0
134,1,134,752.25,631,0,86.1,92.488,65.75,NA,0,NA,0,0
135,1,135,752.25,631,0,85.1,92.488,65.75,NA,0,NA,0,0
136,1,136,752.25,631,0,86.8,92.488,65.75,NA,0,NA,0,0
137,1,137,752.25,631,0,86,92.488,65.75,NA,0,NA,0,0
138,1,138,752.25,631,0,87.1,92.488,65.75,NA,0,NA,0,0
139,1,139,752.25,631,0,85.8,92.488,65.75,NA,0,NA,0,0
140,1,140,752.25,631,0,85.8,92.488,65.75,NA,0,NA,0,0
141,1,141,752.25,631,0,85.8,92.488,65.75,NA,0,NA,0,0
142,1,142,752.25,631,0,83.8,92.488,65.75,NA,0,NA,0,0
143,1,143,752.25,631,0,83.8,92.488,65.75,NA,0,NA,0,0
144,1,144,752.25,631,0,86,92.488,65.75,NA,0,NA,0,0
145,1,145,752.25,631,0,85.1,92.488,65.75,NA,0,NA,0,0
146,2,147,796.625,638.875,0,53.2,0,0,NA,NA,NA,NA,NA
147,2,4,795,639.75,0,53.4,1.846,1.846,NA,1.846,NA,151.699,NA
148,2,5,794.25,640,0,56.1,2.636,2.628,NA,0.791,NA,161.565,9.866
149,2,6,792.25,640.25,0,57.7,4.652,4.586,NA,2.016,NA,172.875,11.31
150,2,7,790.5,641.25,0,56.7,6.667,6.569,NA,2.016,NA,150.255,-22.62
151,2,8,789.25,641.5,0,58.4,7.942,7.828,NA,1.275,NA,168.69,18.435
152,2,9,788.25,641.75,0,56.7,8.973,8.855,NA,1.031,NA,165.964,-2.726
153,2,10,788.25,641.75,0,59.8,8.973,8.855,NA,0,NA,0,-165.964
154,2,11,788.25,641.75,0,55.8,8.973,8.855,NA,0,NA,0,0
155,2,12,788,641.75,0,58.1,9.223,9.092,NA,0.25,NA,180,180
156,2,13,788,641.75,0,60.1,9.223,9.092,NA,0,NA,0,-180
157,2,14,788,641.75,0,59.5,9.223,9.092,NA,0,NA,0,0
158,2,15,788,641.75,0,63.1,9.223,9.092,NA,0,NA,0,0
159,2,16,787.5,642,0,61,9.782,9.645,NA,0.559,NA,153.435,153.435
160,2,17,786,643.75,0,59.8,12.087,11.69,NA,2.305,NA,130.601,-22.834
161,2,18,783.75,645.75,0,56.8,15.097,14.596,NA,3.01,NA,138.366,7.765
162,2,19,783.25,646,0,57.8,15.656,15.154,NA,0.559,NA,153.435,15.068
163,2,20,783,644.25,0,59.8,17.424,14.647,NA,1.768,NA,-98.13,108.435
164,2,21,782.25,644.5,0,59.5,18.214,15.436,NA,0.791,NA,161.565,-100.305
165,2,22,782,645,0,60,18.774,15.856,NA,0.559,NA,116.565,-45
166,2,23,781,645.5,0,60,19.892,16.971,NA,1.118,NA,153.435,36.87
167,2,24,779.75,645.5,0,61.7,21.142,18.129,NA,1.25,NA,180,26.565
168,2,25,779.25,646.25,0,64.2,22.043,18.875,NA,0.901,NA,123.69,-56.31
169,2,26,778.5,646.5,0,57.5,22.833,19.664,NA,0.791,NA,161.565,37.875
170,2,27,778.25,646.75,0,56.4,23.187,19.991,NA,0.354,NA,135,-26.565
171,2,28,778.25,646.75,0,55.4,23.187,19.991,NA,0,NA,0,-135
172,2,29,776.25,647.5,0,55.8,25.323,22.125,NA,2.136,NA,159.444,159.444
173,2,30,775.25,648.75,0,57.1,26.924,23.546,NA,1.601,NA,128.66,-30.784
174,2,31,773.75,649,0,58.1,28.445,25.016,NA,1.521,NA,170.538,41.878
175,2,32,772.75,649.5,0,59.5,29.563,26.132,NA,1.118,NA,153.435,-17.103
176,2,33,771.5,649.75,0,61.5,30.837,27.378,NA,1.275,NA,168.69,15.255
177,2,34,770.75,650,0,55.1,31.628,28.165,NA,0.791,NA,161.565,-7.125
178,2,35,769.75,650,0,54.7,32.628,29.087,NA,1,NA,180,18.435
179,2,36,769.25,650.25,0,59.5,33.187,29.644,NA,0.559,NA,153.435,-26.565
180,2,37,768.25,650.25,0,63.8,34.187,30.57,NA,1,NA,180,26.565
181,2,38,767,650.75,0,58.2,35.533,31.916,NA,1.346,NA,158.199,-21.801
182,2,39,767,650.75,0,57.9,35.533,31.916,NA,0,NA,0,-158.199
183,2,40,766.25,651,0,59.5,36.324,32.706,NA,0.791,NA,161.565,161.565
184,2,41,764.75,651.75,0,57.8,38.001,34.377,NA,1.677,NA,153.435,-8.13
185,2,42,763.25,652.25,0,63.8,39.582,35.955,NA,1.581,NA,161.565,8.13
186,2,43,762,653.5,0,58.2,41.35,37.587,NA,1.768,NA,135,-26.565
187,2,44,761.75,654,0,56.4,41.909,38.014,NA,0.559,NA,116.565,-18.435
188,2,45,761.75,654,0,56.6,41.909,38.014,NA,0,NA,0,-116.565
189,2,46,760.75,654,0,60,42.909,38.933,NA,1,NA,180,180
190,2,47,760.25,654,0,59.5,43.409,39.394,NA,0.5,NA,180,0
191,2,48,759,654.25,0,59.8,44.683,40.645,NA,1.275,NA,168.69,-11.31
192,2,49,758,654.5,0,59.2,45.714,41.666,NA,1.031,NA,165.964,-2.726
193,2,50,758,654.5,0,58.1,45.714,41.666,NA,0,NA,0,-165.964
194,2,51,757.25,655,0,61.5,46.616,42.549,NA,0.901,NA,146.31,146.31
195,2,52,757.25,655,0,60,46.616,42.549,NA,0,NA,0,-146.31
196,2,53,756.25,655.75,0,59.7,47.866,43.76,NA,1.25,NA,143.13,143.13
197,2,54,755.5,656,0,59.7,48.656,44.548,NA,0.791,NA,161.565,18.435
198,2,55,755.5,656.25,0,53.5,48.906,44.645,NA,0.25,NA,90,-71.565
199,2,56,755.25,656.25,0,63.1,49.156,44.875,NA,0.25,NA,180,90
200,2,57,754.25,656.5,0,58.2,50.187,45.894,NA,1.031,NA,165.964,-14.036
201,2,58,753.5,657.75,0,54.7,51.645,47.075,NA,1.458,NA,120.964,-45
202,2,59,752.75,658.5,0,56.8,52.705,48.064,NA,1.061,NA,135,14.036
203,2,60,751.5,658.75,0,56.1,53.98,49.308,NA,1.275,NA,168.69,33.69
204,2,61,751.25,658.75,0,53.7,54.23,49.537,NA,0.25,NA,180,11.31
205,2,62,750.5,658.75,0,55.1,54.98,50.225,NA,0.75,NA,180,0
206,2,63,749.75,659.25,0,53.1,55.882,51.112,NA,0.901,NA,146.31,-33.69
207,2,64,748.25,659.25,0,54.8,57.382,52.491,NA,1.5,NA,180,33.69
208,2,65,747.75,659.75,0,50.5,58.089,53.146,NA,0.707,NA,135,-45
209,2,66,747.5,659.75,0,56.2,58.339,53.376,NA,0.25,NA,180,45
210,2,67,746,660,0,59.8,59.859,54.856,NA,1.521,NA,170.538,-9.462
211,2,68,745.75,660,0,56.4,60.109,55.087,NA,0.25,NA,180,9.462
212,2,69,744.75,660,0,59.7,61.109,56.011,NA,1,NA,180,0
213,2,70,743.75,659.75,0,60.1,62.14,56.847,NA,1.031,NA,-165.964,14.036
214,2,71,743.5,659.75,0,57.5,62.39,57.079,NA,0.25,NA,180,-14.036
215,2,72,743.25,659.75,0,60.4,62.64,57.312,NA,0.25,NA,180,0
216,2,73,742,659.75,0,59.7,63.89,58.478,NA,1.25,NA,180,0
217,2,74,741.75,659.75,0,60.7,64.14,58.711,NA,0.25,NA,180,0
218,2,75,740.25,658.75,0,61.6,65.943,59.776,NA,1.803,NA,-146.31,33.69
219,2,76,739.5,658.5,0,59.5,66.733,60.402,NA,0.791,NA,-161.565,-15.255
220,2,77,739,658.25,0,58.3,67.292,60.795,NA,0.559,NA,-153.435,8.13
221,2,78,739,658.25,0,58.1,67.292,60.795,NA,0,NA,0,153.435
222,2,79,738.75,657.75,0,60,67.851,60.875,NA,0.559,NA,-116.565,-116.565
223,2,80,737.75,657.75,0,63.8,68.851,61.827,NA,1,NA,180,-63.435
224,2,81,737.5,656.75,0,59.5,69.882,61.768,NA,1.031,NA,-104.036,75.964
225,2,82,738,656,0,57.5,70.784,61.075,NA,0.901,NA,-56.31,47.726
226,2,83,737.25,656,0,60,71.534,61.795,NA,0.75,NA,180,-123.69
227,2,84,737.25,655.75,0,58.5,71.784,61.726,NA,0.25,NA,-90,90
228,2,85,737,655,0,52.1,72.574,61.767,NA,0.791,NA,-108.435,-18.435
229,2,86,737,655,0,57.5,72.574,61.767,NA,0,NA,0,108.435
230,2,87,736.25,654.25,0,56.5,73.635,62.302,NA,1.061,NA,-135,-135
231,2,88,735.25,653,0,64.9,75.236,62.979,NA,1.601,NA,-128.66,6.34
232,2,89,734.75,653,0,63.2,75.736,63.467,NA,0.5,NA,180,-51.34
233,2,90,733.75,652,0,66.4,77.15,64.23,NA,1.414,NA,-135,45
234,2,91,733.75,651.5,0,66.5,77.65,64.13,NA,0.5,NA,-90,45
235,2,92,733.25,650.5,0,66.4,78.768,64.432,NA,1.118,NA,-116.565,-26.565
236,2,93,733,650,0,68.2,79.327,64.59,NA,0.559,NA,-116.565,0
237,2,94,732.5,648.25,0,66.5,81.147,64.807,NA,1.82,NA,-105.945,10.62
238,2,95,732,647.5,0,70.9,82.048,65.198,NA,0.901,NA,-123.69,-17.745
239,2,96,731.25,646.5,0,65.8,83.298,65.818,NA,1.25,NA,-126.87,-3.18
240,2,97,731,645.75,0,69.8,84.089,65.984,NA,0.791,NA,-108.435,18.435
241,2,98,731,644.5,0,66.8,85.339,65.866,NA,1.25,NA,-90,18.435
242,2,99,730.75,644.25,0,66.5,85.692,66.094,NA,0.354,NA,-135,-45
243,2,100,730.5,644,0,66.1,86.046,66.323,NA,0.354,NA,-135,0
244,2,101,730.5,643.75,0,68.3,86.296,66.304,NA,0.25,NA,-90,45
245,2,102,730.75,643.75,0,70.6,86.546,66.055,NA,0.25,NA,0,90
246,2,103,730.5,643.5,0,68.9,86.9,66.287,NA,0.354,NA,-135,-135
247,2,104,730.5,643.5,0,69.5,86.9,66.287,NA,0,NA,0,135
248,2,105,730.5,643,0,64.2,87.4,66.254,NA,0.5,NA,-90,-90
249,2,106,730.5,643,0,64.1,87.4,66.254,NA,0,NA,0,90
250,2,107,730.5,643,0,69.4,87.4,66.254,NA,0,NA,0,0
251,2,108,730.75,643,0,69.7,87.65,66.004,NA,0.25,NA,0,0
252,2,109,730.75,643,0,69.8,87.65,66.004,NA,0,NA,0,0
253,2,110,730.75,642.25,0,61.5,88.4,65.961,NA,0.75,NA,-90,-90
254,2,111,730.5,642,0,64.2,88.753,66.199,NA,0.354,NA,-135,-45
255,2,112,730.5,641.75,0,64.4,89.003,66.187,NA,0.25,NA,-90,45
256,2,113,731,641.75,0,64.2,89.503,65.688,NA,0.5,NA,0,90
257,2,114,731,641.5,0,66.4,89.753,65.677,NA,0.25,NA,-90,-90
258,2,115,731,641.5,0,66.5,89.753,65.677,NA,0,NA,0,90
259,2,116,731.25,641.25,0,66.5,90.107,65.418,NA,0.354,NA,-45,-45
260,2,117,731.25,640.5,0,66.7,90.857,65.395,NA,0.75,NA,-90,-45
261,2,118,731.25,640,0,64.5,91.357,65.385,NA,0.5,NA,-90,0
262,2,119,731.25,639.75,0,66.2,91.607,65.381,NA,0.25,NA,-90,0
263,2,120,731.25,639.75,0,66.2,91.607,65.381,NA,0,NA,0,90
264,2,121,731.25,639.75,0,70.1,91.607,65.381,NA,0,NA,0,0
265,2,122,731.25,639.75,0,68.2,91.607,65.381,NA,0,NA,0,0
266,2,123,731.25,638.75,0,70.9,92.607,65.375,NA,1,NA,-90,-90
267,2,124,731.25,638.75,0,68,92.607,65.375,NA,0,NA,0,90
268,2,125,731.75,638.25,0,64.2,93.314,64.878,NA,0.707,NA,-45,-45
269,2,126,732.25,638.25,0,66.4,93.814,64.378,NA,0.5,NA,0,45
270,2,127,732.25,638.25,0,65.5,93.814,64.378,NA,0,NA,0,0
271,2,128,732.5,638.25,0,61.1,94.064,64.128,NA,0.25,NA,0,0
272,2,129,732.75,637.75,0,66.5,94.623,63.885,NA,0.559,NA,-63.435,-63.435
273,2,130,732.25,637.25,0,64.4,95.33,64.396,NA,0.707,NA,-135,-71.565
274,2,131,732.25,637.25,0,63.5,95.33,64.396,NA,0,NA,0,135
275,2,132,732.25,637.25,0,65.1,95.33,64.396,NA,0,NA,0,0
276,2,133,732,636.75,0,65.1,95.889,64.66,NA,0.559,NA,-116.565,-116.565
277,2,134,731.75,636.5,0,63.3,96.242,64.918,NA,0.354,NA,-135,-18.435
278,2,135,731.75,636.5,0,64.5,96.242,64.918,NA,0,NA,0,135
279,2,136,731.75,636.25,0,63.5,96.492,64.928,NA,0.25,NA,-90,-90
280,2,137,732.25,635.75,0,64.2,97.2,64.451,NA,0.707,NA,-45,45
281,2,138,732.25,635.75,0,63.1,97.2,64.451,NA,0,NA,0,45
282,2,139,732.25,635.75,0,63.4,97.2,64.451,NA,0,NA,0,0
283,2,140,732.25,635.75,0,59.5,97.2,64.451,NA,0,NA,0,0
284,2,141,732.25,635.75,0,60.1,97.2,64.451,NA,0,NA,0,0
285,2,142,731.5,635.75,0,63.4,97.95,65.2,NA,0.75,NA,180,180
286,2,143,731.5,635.75,0,63.1,97.95,65.2,NA,0,NA,0,-180
287,2,144,731.75,636,0,60,98.303,64.939,NA,0.354,NA,45,45
288,2,145,731.75,636,0,61.5,98.303,64.939,NA,0,NA,0,-45
289,2,146,731,636,0,64.4,99.053,65.688,NA,0.75,NA,180,180
290,2,2,726,635.75,0,74.2,104.059,70.694,NA,5.006,NA,-177.138,2.862
291,3,1,966.833,629.5,0,37,0,0,NA,NA,NA,NA,NA
292,3,2,966.167,629.5,0,30.4,0.667,0.667,NA,0.667,NA,180,NA
293,3,3,965,629.5,0,35.3,1.833,1.833,NA,1.167,NA,180,0
294,3,4,964.667,629.5,0,36.6,2.167,2.167,NA,0.333,NA,180,0
295,3,5,964.667,629.5,0,34.2,2.167,2.167,NA,0,NA,0,-180
296,3,6,964.333,629.5,0,45.6,2.5,2.5,NA,0.333,NA,180,180
297,3,7,964,629.5,0,35.4,2.833,2.833,NA,0.333,NA,180,0
298,3,8,962.833,629.5,0,36.6,4,4,NA,1.167,NA,180,0
299,3,9,962,629.5,0,39.8,4.833,4.833,NA,0.833,NA,180,0
300,3,10,960,629.667,0,45.6,6.84,6.835,NA,2.007,NA,175.236,-4.764
301,3,11,961.333,630.333,0,40.7,8.331,5.563,NA,1.491,NA,26.565,-148.671
302,3,12,958.5,630.333,0,45.3,11.164,8.375,NA,2.833,NA,180,153.435
303,3,13,958.5,630.333,0,39.8,11.164,8.375,NA,0,NA,0,-180
304,3,14,956.333,630.833,0,37.3,13.388,10.584,NA,2.224,NA,167.005,167.005
305,3,15,954.833,631.333,0,41.7,14.969,12.139,NA,1.581,NA,161.565,-5.44
306,3,16,954.833,631.333,0,40.4,14.969,12.139,NA,0,NA,0,-161.565
307,3,17,954.833,631.333,0,41,14.969,12.139,NA,0,NA,0,0
308,3,18,953.333,631.333,0,48.3,16.469,13.624,NA,1.5,NA,180,180
309,3,19,951.833,631.333,0,48,17.969,15.112,NA,1.5,NA,180,0
310,3,20,950.333,631.667,0,48,19.506,16.642,NA,1.537,NA,167.471,-12.529
311,3,21,949.167,631.667,0,48.1,20.672,17.799,NA,1.167,NA,180,12.529
312,3,22,948.5,632.167,0,48,21.506,18.526,NA,0.833,NA,143.13,-36.87
313,3,23,947.667,632.167,0,52,22.339,19.351,NA,0.833,NA,180,36.87
314,3,24,947.667,632.167,0,54.7,22.339,19.351,NA,0,NA,0,-180
315,3,25,947.333,632.167,0,54.8,22.672,19.681,NA,0.333,NA,180,180
316,3,26,947.167,632.167,0,51.7,22.839,19.847,NA,0.167,NA,180,0
317,3,27,946.5,632.167,0,54.7,23.506,20.507,NA,0.667,NA,180,0
318,3,28,946,632.167,0,55.1,24.006,21.003,NA,0.5,NA,180,0
319,3,29,944.667,632.833,0,49.8,25.496,22.416,NA,1.491,NA,153.435,-26.565
320,3,30,942.667,633.5,0,42,27.605,24.495,NA,2.108,NA,161.565,8.13
321,3,31,942,633.833,0,48,28.35,25.209,NA,0.745,NA,153.435,-8.13
322,3,32,941.5,633.833,0,43.4,28.85,25.701,NA,0.5,NA,180,26.565
323,3,33,938.833,634.333,0,54.4,31.563,28.414,NA,2.713,NA,169.38,-10.62
324,3,34,938.167,634.667,0,46.1,32.308,29.129,NA,0.745,NA,153.435,-15.945
